Location,Year,Month,Species,catch,group
Kigamboni,2018,December,Serranidae spp( CEW ),31.3,Reef fish
Kigamboni,2018,December,Lutjanus spp( LDW ),20.37,Reef fish
Kigamboni,2018,December,Lethrinus borbonicus( LHB ),2.8499999999999996,Reef fish
Kigamboni,2018,December,Lethrinus harak( LHH ),8.62,Reef fish
Mtwara Rural,2017,June,Serranidae spp( CEW ),4.5,Reef fish
Mtwara Rural,2018,February,Lutjanus spp( LDW ),30.53,Reef fish
Mtwara Rural,2018,July,Serranidae spp( CEW ),22.53,Reef fish
Mtwara Rural,2018,July,Lethrinus borbonicus( LHB ),16.9,Reef fish
Mtwara Rural,2018,November,Serranidae spp( CEW ),0.81,Reef fish
Mtwara Rural,2018,November,Lutjanus spp( LDW ),41.24,Reef fish
Mtwara Rural,2018,November,Lethrinus borbonicus( LHB ),7.03,Reef fish
Mtwara Rural,2018,November,Lethrinus harak( LHH ),29.72,Reef fish
Mtwara Rural,2018,November,Carrotomus carolinus( ULG ),17.69,Reef fish
Mtwara Rural,2018,December,Serranidae spp( CEW ),3.8099999999999996,Reef fish
Mtwara Rural,2018,December,Changu( CHN ),9.39,Reef fish
Mtwara Rural,2018,December,Lutjanus spp( LDW ),0.62,Reef fish
Mtwara Rural,2018,December,Lethrinus borbonicus( LHB ),16.9,Reef fish
Mtwara Rural,2018,December,Lethrinus harak( LHH ),20.82,Reef fish
Mtwara Rural,2019,January,Serranidae spp( CEW ),15.02,Reef fish
Mtwara Rural,2019,January,Lethrinus harak( LHH ),35.21,Reef fish
Mtwara Rural,2019,February,Lethrinus borbonicus( LHB ),5.09,Reef fish
Mtwara Rural,2019,February,Lethrinus harak( LHH ),33.92,Reef fish
Mtwara Rural,2019,March,Serranidae spp( CEW ),10.28,Reef fish
Mtwara Rural,2019,March,Lutjanus spp( LDW ),33.349999999999994,Reef fish
Mtwara Rural,2019,March,Lethrinus harak( LHH ),112.66,Reef fish
Mtwara Rural,2019,March,Carrotomus carolinus( ULG ),3.4299999999999997,Reef fish
Mtwara Rural,2019,April,Lutjanus spp( LDW ),32.620000000000005,Reef fish
Mtwara Rural,2019,May,Serranidae spp( CEW ),0.09,Reef fish
Mtwara Rural,2019,May,Lethrinus spp( LH ),0.7,Reef fish
Mtwara Rural,2019,May,Lethrinus borbonicus( LHB ),0.16,Reef fish
Mtwara Rural,2019,May,Lethrinus harak( LHH ),6.74,Reef fish
Mtwara Rural,2019,June,Lutjanus spp( LDW ),66.32,Reef fish
Mtwara Rural,2019,June,Carrotomus carolinus( ULG ),1.41,Reef fish
Mtwara Rural,2019,July,Lutjanus spp( LDW ),22.53,Reef fish
Mtwara Rural,2019,July,Lethrinus harak( LHH ),15.02,Reef fish
Mtwara Rural,2019,August,Serranidae spp( CEW ),12.81,Reef fish
Mtwara Rural,2019,August,Lutjanus spp( LDW ),18.49,Reef fish
Mtwara Rural,2019,August,Lethrinus spp( LH ),31.27,Reef fish
Mtwara Rural,2019,August,Lethrinus borbonicus( LHB ),5.63,Reef fish
Mtwara Rural,2019,August,Lethrinus harak( LHH ),27.67,Reef fish
Mtwara Rural,2019,August,Carrotomus carolinus( ULG ),4.52,Reef fish
Mtwara Rural,2019,September,Serranidae spp( CEW ),32.39,Reef fish
Mtwara Rural,2019,September,Lutjanus spp( LDW ),27.259999999999998,Reef fish
Mtwara Rural,2019,September,Lethrinus spp( LH ),21.810000000000002,Reef fish
Kilwa,2016,July,Tuna( NGR ),690.99,Tuna fish
Kilwa,2016,August,Tuna( NGR ),811.3499999999999,Tuna fish
Kilwa,2016,October,Tuna( NGR ),479.78999999999996,Tuna fish
Kilwa,2017,May,Tuna( NGR ),232.38000000000002,Tuna fish
Kilwa,2017,July,Thunnus albacares( YFT ),280.4,Tuna fish
Kilwa,2017,October,Thunnus albacares( YFT ),340.2,Tuna fish
Kilwa,2017,November,Scomberomorus guttatus( GUT ),139.73,Tuna fish
Kilwa,2017,November,Euthynnus affinis( KAW ),0.8700000000000001,Tuna fish
Kilwa,2017,November,Tuna( NGR ),0.6799999999999999,Tuna fish
Kilwa,2017,November,Thunnus albacares( YFT ),310.22999999999996,Tuna fish
Kilwa,2017,December,Scomberomorus guttatus( GUT ),51.99,Tuna fish
Kilwa,2017,December,Tuna( NGR ),90.67999999999999,Tuna fish
Kilwa,2018,January,Other tuna( JDR ),24.57,Tuna fish
Kilwa,2018,January,Tuna( NGR ),0.12000000000000001,Tuna fish
Kilwa,2018,February,Tuna( NGR ),189.88000000000002,Tuna fish
Kilwa,2018,April,Tuna( NGR ),18.9,Tuna fish
Kilwa,2018,April,Thunnus albacares( YFT ),47.25,Tuna fish
Kilwa,2018,November,Scomberomorus guttatus( GUT ),0.8500000000000001,Tuna fish
Kilwa,2018,November,Tuna( NGR ),110.55,Tuna fish
Kilwa,2018,November,Istiophorus platypterus( SFA ),0.47000000000000003,Tuna fish
Kilwa,2018,November,Thunnus albacares( YFT ),5.13,Tuna fish
Kilwa,2018,December,Scomberomorus guttatus( GUT ),12.360000000000001,Tuna fish
Kilwa,2018,December,Tuna( NGR ),39.14,Tuna fish
Kilwa,2019,January,Thunnus obesus( BET ),4.98,Tuna fish
Kilwa,2019,January,Scomberomorus guttatus( GUT ),0.09,Tuna fish
Kilwa,2019,February,Thunnus obesus( BET ),61.91,Tuna fish
Kilwa,2019,June,Other tuna( JDR ),13.2,Tuna fish
Kilwa,2019,June,Tuna( NGR ),142.23999999999998,Tuna fish
Kilwa,2019,July,Auxis thazard( FRI ),594.02,Tuna fish
Mafia,2016,June,Thunnus obesus( BET ),1.08,Tuna fish
Mafia,2016,June,Katsuwonus pelamis( SKJ ),7.56,Tuna fish
Mafia,2016,July,Tuna( NGR ),84.35,Tuna fish
Mafia,2016,Augast,Scomberomorus guttatus( GUT ),2.6,Tuna fish
Mafia,2016,Augast,Tuna( NGR ),25.27,Tuna fish
Mafia,2016,October,Katsuwonus pelamis( SKJ ),3.9099999999999997,Tuna fish
Mafia,2017,April,Thunnus obesus( BET ),14.76,Tuna fish
Mafia,2017,May,Euthynnus affinis( KAW ),11.16,Tuna fish
Mafia,2017,May,Tuna( NGR ),20.77,Tuna fish
Mafia,2017,June,Tuna( NGR ),11.52,Tuna fish
Mafia,2017,July,Tuna( NGR ),9.49,Tuna fish
Mafia,2017,July,Istiophorus platypterus( SFA ),996.9599999999999,Tuna fish
Mafia,2017,Augast,Tuna( NGR ),1.86,Tuna fish
Mafia,2017,September,Tuna( NGR ),70.35,Tuna fish
Mafia,2017,October,Tuna( NGR ),47.99,Tuna fish
Mafia,2017,November,Tuna( NGR ),3.6,Tuna fish
Mafia,2018,April,Tuna( NGR ),1.71,Tuna fish
Mafia,2018,december,Tuna( NGR ),33.44,Tuna fish
Mafia,2019,June,Scomberomorus commerson( COM ),40.2,Tuna fish
Mafia,2019,June,Tuna( NGR ),1.71,Tuna fish
Mafia,2019,July,Scomberomorus guttatus( GUT ),160.23,Tuna fish
Mafia,2019,July,Tuna( NGR ),1.59,Tuna fish
Mafia,2019,Augast,Euthynnus affinis( KAW ),0.53,Tuna fish
Kigamboni,2019,January,Scomberomorus commerson( COM ),0.44,Tuna fish
Kigamboni,2019,January,Scomberomorus guttatus( GUT ),0.33999999999999997,Tuna fish
Kigamboni,2019,February,Istiophorus platypterus( SFA ),0.49,Tuna fish
Kigamboni,2019,March,Euthynnus affinis( KAW ),36.849999999999994,Tuna fish
Kigamboni,2019,May,Scomberomorus commerson( COM ),85.53,Tuna fish
Kigamboni,2019,July,Auxis thazard( FRI ),9.46,Tuna fish
Kigamboni,2019,July,Euthynnus affinis( KAW ),12.219999999999999,Tuna fish
Kigamboni,2019,July,Thunnus albacares( YFT ),35.47,Tuna fish
Kigamboni,2017,September,Tuna( NGR ),0.6599999999999999,Tuna fish
Kigamboni,2017,October,Scomberomorus guttatus( GUT ),6.2,Tuna fish
Kigamboni,2017,October,Tuna( NGR ),1.47,Tuna fish
Kigamboni,2018,February,Scomberomorus guttatus( GUT ),7.119999999999999,Tuna fish
Kigamboni,2018,March,Tuna( NGR ),9.850000000000001,Tuna fish
Kigamboni,2018,June,Tuna( NGR ),7.63,Tuna fish
Kigamboni,2018,June,Thunnus albacares( YFT ),9.07,Tuna fish
Kigamboni,2018,November,Scomberomorus guttatus( GUT ),0.32,Tuna fish
Kigamboni,2018,November,Istiophorus platypterus( SFA ),0.8500000000000001,Tuna fish
Kigamboni,2018,December,Tuna( NGR ),21.279999999999998,Tuna fish
Kigamboni,2018,December,Istiophorus platypterus( SFA ),8.44,Tuna fish
Mtwara Rural,2018,December,Thunnus obesus( BET ),0.13,Tuna fish
Kilwa,2016,June,Octopus cyanea( OCC ),6,Octopus
Kilwa,2016,July,Octopus cyanea( OCC ),76.4,Octopus
Kilwa,2016,August,Octopus cyanea( OCC ),201.43,Octopus
Kilwa,2016,September,Octopus cyanea( OCC ),34.18,Octopus
Kilwa,2016,November,Octopus cyanea( OCC ),2160,Octopus
Kilwa,2017,April,Octopus cyanea( OCC ),24.86,Octopus
Kilwa,2017,June,Octopus cyanea( OCC ),15.870000000000001,Octopus
Kilwa,2017,August,Octopus cyanea( OCC ),37.260000000000005,Octopus
Kilwa,2017,November,Octopus cyanea( OCC ),7.109999999999999,Octopus
Kilwa,2017,December,Octopus cyanea( OCC ),2.98,Octopus
Kilwa,2018,January,Octopus cyanea( OCC ),25.2,Octopus
Kilwa,2018,February,Octopus cyanea( OCC ),18.45,Octopus
Kilwa,2018,March,Octopus cyanea( OCC ),25.91,Octopus
Kilwa,2018,July,Octopus cyanea( OCC ),1.2,Octopus
Kilwa,2018,November,Octopus cyanea( OCC ),45.220000000000006,Octopus
Kilwa,2018,December,Octopus cyanea( OCC ),25.08,Octopus
Kilwa,2019,January,Octopus cyanea( OCC ),13.51,Octopus
Kilwa,2019,February,Octopus cyanea( OCC ),10.78,Octopus
Kilwa,2019,March,Octopus cyanea( OCC ),9.739999999999998,Octopus
Kilwa,2019,April,Octopus cyanea( OCC ),1.71,Octopus
Kilwa,2019,June,Octopus cyanea( OCC ),6.73,Octopus
Kilwa,2019,July,Octopus cyanea( OCC ),20.459999999999997,Octopus
Kilwa,2019,August,Octopus cyanea( OCC ),19.49,Octopus
Kilwa,2019,September,Octopus cyanea( OCC ),10.69,Octopus
Mafia,2016,June,Octopus cyanea( OCC ),102.11,Octopus
Mafia,2016,July,Octopus cyanea( OCC ),59.11,Octopus
Mafia,2016,Augast,Octopus cyanea( OCC ),116.94000000000001,Octopus
Mafia,2016,September,Octopus cyanea( OCC ),127.46000000000001,Octopus
Mafia,2016,October,Octopus cyanea( OCC ),129.67,Octopus
Mafia,2016,November,Octopus cyanea( OCC ),109.36,Octopus
Mafia,2016,December,Octopus cyanea( OCC ),119.09,Octopus
Mafia,2017,January,Octopus cyanea( OCC ),124.54,Octopus
Mafia,2017,February,Octopus cyanea( OCC ),654.7,Octopus
Mafia,2017,March,Octopus cyanea( OCC ),139.19,Octopus
Mafia,2017,April,Octopus cyanea( OCC ),69.94000000000001,Octopus
Mafia,2017,May,Octopus cyanea( OCC ),95.61,Octopus
Mafia,2017,June,Octopus cyanea( OCC ),86.48,Octopus
Mafia,2017,July,Octopus cyanea( OCC ),43.68,Octopus
Mafia,2017,Augast,Octopus cyanea( OCC ),82.58,Octopus
Mafia,2017,September,Octopus cyanea( OCC ),124.89,Octopus
Mafia,2017,October,Octopus cyanea( OCC ),85.94000000000001,Octopus
Mafia,2017,November,Octopus cyanea( OCC ),10.29,Octopus
Mafia,2017,December,Octopus cyanea( OCC ),151.75,Octopus
Mafia,2018,January,Octopus cyanea( OCC ),15.3,Octopus
Mafia,2018,February,Octopus cyanea( OCC ),9.53,Octopus
Mafia,2018,April,Octopus cyanea( OCC ),16.27,Octopus
Mafia,2018,May,Octopus cyanea( OCC ),13.54,Octopus
Mafia,2018,June,Octopus cyanea( OCC ),14.629999999999999,Octopus
Mafia,2018,October,Octopus cyanea( OCC ),9.139999999999999,Octopus
Mafia,2018,November,Octopus cyanea( OCC ),9.139999999999999,Octopus
Mafia,2018,december,Octopus cyanea( OCC ),26.810000000000002,Octopus
Mafia,2019,January,Octopus cyanea( OCC ),38.71,Octopus
Mafia,2019,February,Octopus cyanea( OCC ),22.18,Octopus
Mafia,2019,March,Octopus cyanea( OCC ),21.62,Octopus
Mafia,2019,April,Octopus cyanea( OCC ),43.67,Octopus
Mafia,2019,May,Octopus cyanea( OCC ),6.56,Octopus
Mafia,2019,June,Octopus cyanea( OCC ),13.33,Octopus
Mafia,2019,July,Octopus cyanea( OCC ),18.02,Octopus
Mafia,2019,Augast,Octopus cyanea( OCC ),24.9,Octopus
Mafia,2019,September,Octopus cyanea( OCC ),72.69,Octopus
Kigamboni,2019,January,Octopus cyanea( OCC ),19.03,Octopus
Kigamboni,2019,February,Octopus cyanea( OCC ),16.89,Octopus
Kigamboni,2019,March,Octopus cyanea( OCC ),18.37,Octopus
Kigamboni,2019,April,Octopus cyanea( OCC ),18.330000000000002,Octopus
Kigamboni,2019,May,Octopus cyanea( OCC ),21.419999999999998,Octopus
Kigamboni,2019,June,Octopus cyanea( OCC ),12.78,Octopus
Kigamboni,2019,July,Octopus cyanea( OCC ),20.439999999999998,Octopus
Kigamboni,2019,Augast,Octopus cyanea( OCC ),13.03,Octopus
Kigamboni,2019,september,Octopus cyanea( OCC ),11.8,Octopus
Kigamboni,2017,September,Octopus cyanea( OCC ),21.6,Octopus
Kigamboni,2017,October,Octopus cyanea( OCC ),11.450000000000001,Octopus
Kigamboni,2018,January,Octopus cyanea( OCC ),9.15,Octopus
Kigamboni,2018,February,Octopus cyanea( OCC ),13.709999999999999,Octopus
Kigamboni,2018,March,Octopus cyanea( OCC ),25.07,Octopus
Kigamboni,2018,April,Octopus cyanea( OCC ),12.3,Octopus
Kigamboni,2018,May,Octopus cyanea( OCC ),10.82,Octopus
Kigamboni,2018,June,Octopus cyanea( OCC ),10.28,Octopus
Kigamboni,2018,July,Octopus cyanea( OCC ),6.71,Octopus
Kigamboni,2018,August,Octopus cyanea( OCC ),17.86,Octopus
Kigamboni,2018,October,Octopus cyanea( OCC ),7.52,Octopus
Kigamboni,2018,November,Octopus cyanea( OCC ),22.27,Octopus
Kigamboni,2018,December,Octopus cyanea( OCC ),19.25,Octopus
Mtwara Rural,2018,November,Octopus cyanea( OCC ),10.66,Octopus
Mtwara Rural,2018,December,Octopus cyanea( OCC ),8.61,Octopus
Mtwara Rural,2019,January,Octopus cyanea( OCC ),11.12,Octopus
Mtwara Rural,2019,February,Octopus cyanea( OCC ),17.34,Octopus
Mtwara Rural,2019,March,Octopus cyanea( OCC ),8.09,Octopus
Mtwara Rural,2019,April,Octopus cyanea( OCC ),14.51,Octopus
Mtwara Rural,2019,May,Octopus cyanea( OCC ),11,Octopus
Mtwara Rural,2019,June,Octopus cyanea( OCC ),7.01,Octopus
Mtwara Rural,2019,July,Octopus cyanea( OCC ),14.04,Octopus
Mtwara Rural,2019,August,Octopus cyanea( OCC ),9.850000000000001,Octopus
Mtwara Rural,2019,September,Octopus cyanea( OCC ),10.04,Octopus
Mtwara Rural,2019,October,Octopus cyanea( OCC ),6.35,Octopus
Mtwara Rural,2019,November,Octopus cyanea( OCC ),19.41,Octopus
Kilwa,2016,August,Taa( NYG ),1.58,Elasmobranch
Kilwa,2017,January,Taa( NYG ),2.05,Elasmobranch
Kilwa,2017,April,Taa( NYG ),0.54,Elasmobranch
Kilwa,2017,April,Manta alfredi( TNG ),1.08,Elasmobranch
Kilwa,2017,August,Aetobatus ocellatus( MAE ),0.74,Elasmobranch
Kilwa,2017,August,Taa( NYG ),0.29000000000000004,Elasmobranch
Kilwa,2017,August,Papa( PP ),0.54,Elasmobranch
Kilwa,2017,October,Taa( NYG ),2.29,Elasmobranch
Kilwa,2017,October,Maculabatis ambigua( RAJ ),0.9,Elasmobranch
Kilwa,2017,November,Aetobatus ocellatus( MAE ),80.91000000000001,Elasmobranch
Kilwa,2017,November,Taa( NYG ),175.5,Elasmobranch
Kilwa,2017,November,Maculabatis ambigua( RAJ ),0.75,Elasmobranch
Kilwa,2017,December,Aetobatus ocellatus( MAE ),24.18,Elasmobranch
Kilwa,2017,December,Taa( NYG ),201.5,Elasmobranch
Kilwa,2017,December,Papa( PP ),133.92000000000002,Elasmobranch
Kilwa,2018,February,Aetobatus ocellatus( MAE ),8.02,Elasmobranch
Kilwa,2018,February,Taa( NYG ),18.71,Elasmobranch
Kilwa,2018,February,Papa( PP ),20.6,Elasmobranch
Kilwa,2018,February,Maculabatis ambigua( RAJ ),13,Elasmobranch
Kilwa,2018,November,Carcharhinus sorrah( CCQ ),6,Elasmobranch
Kilwa,2018,November,Papa( PP ),0.17,Elasmobranch
Kilwa,2018,November,Maculabatis ambigua( RAJ ),96.81,Elasmobranch
Kilwa,2018,November,Rhynchobatus sp.( RCD ),4.18,Elasmobranch
Kilwa,2018,December,Aetobatus ocellatus( MAE ),7.3,Elasmobranch
Kilwa,2018,December,Taa( NYG ),44.91,Elasmobranch
Kilwa,2018,December,Maculabatis ambigua( RAJ ),204.81,Elasmobranch
Kilwa,2019,January,Aetobatus ocellatus( MAE ),13.82,Elasmobranch
Kilwa,2019,January,Maculabatis ambigua( RAJ ),16.79,Elasmobranch
Kilwa,2019,February,Maculabatis ambigua( RAJ ),271.21999999999997,Elasmobranch
Kilwa,2019,March,Taa( NYG ),58.99,Elasmobranch
Kilwa,2019,March,Maculabatis ambigua( RAJ ),14.39,Elasmobranch
Kilwa,2019,June,Taa( NYG ),0.21000000000000002,Elasmobranch
Kilwa,2019,June,Maculabatis ambigua( RAJ ),632.98,Elasmobranch
Kilwa,2019,July,Maculabatis ambigua( RAJ ),1.24,Elasmobranch
Kilwa,2019,August,Maculabatis ambigua( RAJ ),17.27,Elasmobranch
Kilwa,2019,August,Rhynchobatus sp.( RCD ),4.659999999999999,Elasmobranch
Mafia,2016,June,Papa( PP ),1.35,Elasmobranch
Mafia,2016,July,Maculabatis ambigua( RAJ ),16.93,Elasmobranch
Mafia,2016,Augast,Aetobatus ocellatus( MAE ),13.11,Elasmobranch
Mafia,2016,Augast,Taa( NYG ),5.39,Elasmobranch
Mafia,2016,Augast,Maculabatis ambigua( RAJ ),18.6,Elasmobranch
Mafia,2016,September,Papa( PP ),4.05,Elasmobranch
Mafia,2016,September,Maculabatis ambigua( RAJ ),10.8,Elasmobranch
Mafia,2016,October,Maculabatis ambigua( RAJ ),15.25,Elasmobranch
Mafia,2016,November,Taa( NYG ),7.02,Elasmobranch
Mafia,2016,November,Maculabatis ambigua( RAJ ),10.8,Elasmobranch
Mafia,2016,December,Aetobatus ocellatus( MAE ),18.6,Elasmobranch
Mafia,2017,January,Aetobatus ocellatus( MAE ),50.220000000000006,Elasmobranch
Mafia,2017,April,Maculabatis ambigua( RAJ ),20.25,Elasmobranch
Mafia,2017,May,Taa( NYG ),25.39,Elasmobranch
Mafia,2017,May,Maculabatis ambigua( RAJ ),11.16,Elasmobranch
Mafia,2017,May,Manta alfredi( TNG ),24.18,Elasmobranch
Mafia,2017,June,Taa( NYG ),9.360000000000001,Elasmobranch
Mafia,2017,June,Maculabatis ambigua( RAJ ),14.18,Elasmobranch
Mafia,2017,July,Taa( NYG ),4.84,Elasmobranch
Mafia,2017,July,Maculabatis ambigua( RAJ ),8.53,Elasmobranch
Mafia,2017,July,Manta alfredi( TNG ),0.28,Elasmobranch
Mafia,2017,Augast,Aetobatus ocellatus( MAE ),3.3499999999999996,Elasmobranch
Mafia,2017,Augast,Taa( NYG ),1.02,Elasmobranch
Mafia,2017,Augast,Papa( PP ),9.3,Elasmobranch
Mafia,2017,Augast,Maculabatis ambigua( RAJ ),9.67,Elasmobranch
Mafia,2017,September,Maculabatis ambigua( RAJ ),8.28,Elasmobranch
Mafia,2017,October,Aetobatus ocellatus( MAE ),9.3,Elasmobranch
Mafia,2017,October,Papa( PP ),9.3,Elasmobranch
Mafia,2017,November,Aetobatus ocellatus( MAE ),7.2,Elasmobranch
Mafia,2017,November,Papa( PP ),84.6,Elasmobranch
Mafia,2017,November,Maculabatis ambigua( RAJ ),9.719999999999999,Elasmobranch
Mafia,2017,November,Manta alfredi( TNG ),8.28,Elasmobranch
Mafia,2018,January,Taa( NYG ),1.26,Elasmobranch
Mafia,2018,January,Papa( PP ),1.33,Elasmobranch
Mafia,2018,January,Maculabatis ambigua( RAJ ),1,Elasmobranch
Mafia,2018,April,Maculabatis ambigua( RAJ ),1.71,Elasmobranch
Mafia,2018,October,Aetobatus ocellatus( MAE ),2.04,Elasmobranch
Mafia,2018,November,Aetobatus ocellatus( MAE ),2.04,Elasmobranch
Mafia,2018,december,Aetobatus ocellatus( MAE ),17.71,Elasmobranch
Mafia,2018,december,Maculabatis ambigua( RAJ ),0.62,Elasmobranch
Mafia,2019,January,Carcharhinus albimarginatus( ALS ),0.88,Elasmobranch
Mafia,2019,February,Taa( NYG ),1.72,Elasmobranch
Mafia,2019,February,Maculabatis ambigua( RAJ ),8,Elasmobranch
Mafia,2019,March,Papa( PP ),0.8,Elasmobranch
Mafia,2019,April,Aetobatus ocellatus( MAE ),2.3099999999999996,Elasmobranch
Mafia,2019,July,Papa mavongoroa( PMV ),3.54,Elasmobranch
Mafia,2019,Augast,Papa( PP ),1.42,Elasmobranch
Kibiti,2016,July,Papa( PP ),11.16,Elasmobranch
Kibiti,2017,January,Maculabatis ambigua( RAJ ),55.8,Elasmobranch
Kibiti,2017,March,Aetobatus ocellatus( MAE ),16.74,Elasmobranch
Kibiti,2017,March,Papa( PP ),16.74,Elasmobranch
Kibiti,2018,January,Maculabatis ambigua( RAJ ),15.15,Elasmobranch
Kibiti,2018,February,Maculabatis ambigua( RAJ ),1.86,Elasmobranch
Kibiti,2018,June,Maculabatis ambigua( RAJ ),7.46,Elasmobranch
Kibiti,2018,November,Papa( PP ),17.9,Elasmobranch
Kibiti,2018,December,Papa( PP ),18.49,Elasmobranch
Kibiti,2018,December,Maculabatis ambigua( RAJ ),9.25,Elasmobranch
Kibiti,2019,January,Papa( PP ),15.58,Elasmobranch
Kibiti,2019,February,Papa( PP ),3.71,Elasmobranch
Kibiti,2019,April,Papa( PP ),16.8,Elasmobranch
Kibiti,2019,April,Maculabatis ambigua( RAJ ),5.07,Elasmobranch
Kibiti,2019,May,Papa( PP ),23.630000000000003,Elasmobranch
Kibiti,2019,May,Maculabatis ambigua( RAJ ),20.03,Elasmobranch
Kigamboni,2019,January,Aetobatus ocellatus( MAE ),0.27,Elasmobranch
Kigamboni,2019,January,Papa( PP ),4.13,Elasmobranch
Kigamboni,2019,January,Manta alfredi( TNG ),0.56,Elasmobranch
Kigamboni,2019,February,Papa( PP ),29.77,Elasmobranch
Kigamboni,2019,March,Aetobatus ocellatus( MAE ),1.06,Elasmobranch
Kigamboni,2019,March,Papa( PP ),1.33,Elasmobranch
Kigamboni,2019,March,Manta alfredi( TNG ),1.59,Elasmobranch
Kigamboni,2019,May,Maculabatis ambigua( RAJ ),26.01,Elasmobranch
Kigamboni,2019,July,Himantura uarnak( DHV ),22.07,Elasmobranch
Kigamboni,2019,July,Papa( PP ),49.27,Elasmobranch
Kigamboni,2019,July,Maculabatis ambigua( RAJ ),1.97,Elasmobranch
Kigamboni,2017,October,Aetobatus ocellatus( MAE ),4.6499999999999995,Elasmobranch
Kigamboni,2017,October,Papa( PP ),2.4499999999999997,Elasmobranch
Kigamboni,2017,December,Taa( NYG ),0.46,Elasmobranch
Kigamboni,2018,March,Aetobatus ocellatus( MAE ),0.44,Elasmobranch
Kigamboni,2018,March,Papa( PP ),0.8,Elasmobranch
Kigamboni,2018,October,Papa( PP ),7.09,Elasmobranch
Kigamboni,2018,October,Maculabatis ambigua( RAJ ),29.56,Elasmobranch
Kigamboni,2018,November,Manta alfredi( TNG ),1.2,Elasmobranch
Kigamboni,2018,December,Carcharhinus plumbeus( CCP ),5.76,Elasmobranch
Kigamboni,2018,December,Aetobatus ocellatus( MAE ),1.33,Elasmobranch
Kigamboni,2018,December,Papa( PP ),4.6499999999999995,Elasmobranch
Kigamboni,2018,December,Maculabatis ambigua( RAJ ),1.06,Elasmobranch
Kigamboni,2018,December,Rhynchobatus sp.( RCD ),1.77,Elasmobranch
Mtwara Rural,2018,June,Taa( NYG ),0.1,Elasmobranch
Mtwara Rural,2018,June,Maculabatis ambigua( RAJ ),708.69,Elasmobranch
Mtwara Rural,2018,July,Taa( NYG ),0.01,Elasmobranch
Mtwara Rural,2018,July,Maculabatis ambigua( RAJ ),0.6,Elasmobranch
Mtwara Rural,2018,October,Maculabatis ambigua( RAJ ),2.77,Elasmobranch
Mtwara Rural,2018,October,Manta alfredi( TNG ),0.18,Elasmobranch
Mtwara Rural,2018,November,Aetobatus ocellatus( MAE ),19.71,Elasmobranch
Mtwara Rural,2018,November,Maculabatis ambigua( RAJ ),1.05,Elasmobranch
Mtwara Rural,2018,December,Aetobatus ocellatus( MAE ),129.56,Elasmobranch
Mtwara Rural,2019,March,Papa( PP ),157.73,Elasmobranch
Mtwara Rural,2019,May,Aetobatus ocellatus( MAE ),0.28,Elasmobranch
Mtwara Rural,2019,May,Taa( NYG ),0.07,Elasmobranch
Mtwara Rural,2019,May,Papa( PP ),0.09,Elasmobranch
Mtwara Rural,2019,May,Maculabatis ambigua( RAJ ),2.57,Elasmobranch
Mtwara Rural,2019,June,Maculabatis ambigua( RAJ ),0.45,Elasmobranch
Mtwara Rural,2019,July,Taa( NYG ),0.75,Elasmobranch
Mtwara Rural,2019,July,Maculabatis ambigua( RAJ ),0.32999999999999996,Elasmobranch
Mtwara Rural,2019,November,Taa( NYG ),0.04,Elasmobranch
Kilwa,2017,April,Mackerel(scomber)( KB ),5.04,Small pelagic
Kilwa,2017,November,Dagaa ( DPP ),1050,Small pelagic
Kilwa,2017,November,Mackerel(scomber)( KB ),25.2,Small pelagic
Kilwa,2017,December,Sardine( DA ),781.2,Small pelagic
Kilwa,2017,December,Dagaa ( DPP ),3255,Small pelagic
Kilwa,2018,January,Sardine( DA ),50.839999999999996,Small pelagic
Kilwa,2018,January,Mackerel(scomber)( KB ),2.79,Small pelagic
Kilwa,2018,February,Sardine( DA ),83.74000000000001,Small pelagic
Kilwa,2018,April,Sardine( DA ),157.5,Small pelagic
Kilwa,2018,April,Dagaa ( DPP ),34.5,Small pelagic
Kilwa,2018,April,Mackerel(scomber)( KB ),94,Small pelagic
Kilwa,2018,May,Dagaa ( DPP ),257.69,Small pelagic
Kilwa,2018,May,Mackerel(scomber)( KB ),275.13,Small pelagic
Kilwa,2018,November,Amblygaster sirm( AMS ),112.5,Small pelagic
Kilwa,2018,November,Dussumieria acuta( DSA ),131.14,Small pelagic
Kilwa,2018,November,Mackerel(scomber)( KB ),13.8,Small pelagic
Kilwa,2018,December,Sardine( DA ),69.23,Small pelagic
Kilwa,2018,December,Dussumieria acuta( DSA ),178.25,Small pelagic
Kilwa,2018,December,Mackerel(scomber)( VB ),217,Small pelagic
Kilwa,2019,May,Dagaa ( DPP ),18.6,Small pelagic
Kilwa,2019,May,Mackerel(scomber)( KB ),93.22,Small pelagic
Kilwa,2019,June,Sardine( DA ),15.15,Small pelagic
Kilwa,2019,June,Dagaa ( DPP ),207,Small pelagic
Kilwa,2019,June,Mackerel(scomber)( KB ),162,Small pelagic
Kilwa,2019,June,Decapterus russelli( RUS ),63,Small pelagic
Kilwa,2019,July,Dussumieria acuta( DSA ),130.2,Small pelagic
Kilwa,2019,July,Mackerel(scomber)( KB ),151.9,Small pelagic
Kigamboni,2019,February,Amblygaster sirm( AMS ),1.2,Small pelagic
