Year,Family,Eng_name,Swahil-_name,Districts,Catch(t),Zone
2014,Acanthuridae,Naso hexacanthus,Puju,Muheza,7.1,OTHER
2014,Ariidae,Netuma thalassina,Hongwe,Muheza,50.7,OTHER
2014,Caesionidae,Caesio xanthonota,Mbono,Muheza,2,OTHER
2014,Carangidae, carenx tille,Karambizi,Muheza,136.2,OTHER
2014,Clariidae ,clarias macrocephalus,Kambale ,Muheza,1.1,OTHER
2014,Chanidae,Chanidae,Mwatiko,Muheza,16.1,OTHER
2014,Clupeidae,Sardinella neglecta,Dagaa papa,Muheza,1.3,OTHER
2014,Gerridae,Sardinella neglecta,Dagaa papa,Muheza,3.2,OTHER
2014,Gerridae,Gerres oblongus,Chaa,Muheza,3.2,OTHER
2014,Hemiramphidae , Hemiramphus far,Chuchunge,Muheza,54.6,OTHER
2014,Hemiramphidae , Hemiramphus far,Chuchunge,Muheza,58,OTHER
2014,Istiophoridae ,Istiompax indica,Samsuri,Muheza,14.6,OTHER
2014,Lethrinidae, Lethrinus harak,Changu doa,Muheza,753.1,OTHER
2014,Loliginidae, Uroteuthis duvaucelii,Ngisi,Muheza,0.5,OTHER
2014,Loliginidae, Uroteuthis duvaucelii,Ngisi,Muheza,0.9,OTHER
2014,Mugilidae ,Valamugil buchanani,Mkizi,Muheza,4,OTHER
2014,Mullidae ,Upeneus tragula,Mkundaji,Muheza,52.3,OTHER
2014,Nemipteridae,Nemipterus japonicus,Koana,Muheza,41,OTHER
2014,Octopodidae ,Octopus cyanea,Pweza,Muheza,274.9,OTHER
2014,Palinuridae, Panulirus ornatus,Kamba koche,Muheza,1.1,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Muheza,1,OTHER
2014,Rachycentridae, Rachycentron canadum,Songoro,Muheza,307.2,OTHER
2014,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Muheza,564,OTHER
2014,Scombridae(J),Gymnosarda unicolor ,Jodari  meno,Muheza,34.5,OTHER
2014,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Muheza,40.4,OTHER
2014,Scombridae (v),Rastrelliger kanagurta,Vibua,Muheza,5.9,OTHER
2014,Serranidae,Cephalopholis argus,Chewa,Muheza,31.3,OTHER
2014,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Muheza,91.7,OTHER
2014,Siganidae,Siganus Canaliculatus,Tasi,Muheza,77.1,OTHER
2014,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Muheza,49.6,OTHER
2015,Acanthuridae,Naso hexacanthus,Puju,Muheza,9.2,OTHER
2015,Ariidae,Netuma thalassina,Hongwe,Muheza,48.4,OTHER
2015,Caesionidae,Caesio xanthonota,Mbono,Muheza,4,OTHER
2015,Carangidae, carenx tille,Karambizi,Muheza,163.4,OTHER
2015,Clariidae ,clarias macrocephalus,Kambale ,Muheza,3.1,OTHER
2015,Chanidae,Chanidae,Mwatiko,Muheza,2.2,OTHER
2015,Chirocentridae,Chirocentrus nudus,Mkonge,Muheza,22.2,OTHER
2015,Clupeidae,Sardinella neglecta,Dagaa papa,Muheza,222.1,OTHER
2015,Gerridae,Gerres oblongus,Chaa,Muheza,7.1,OTHER
2015,Haemulidae ,Pomadasys multimaculatum,Karamamba,Muheza,6.2,OTHER
2015,Hemiramphidae , Hemiramphus far,Chuchunge,Muheza,100.1,OTHER
2015,Istiophoridae ,Istiompax indica,Samsuri,Muheza,42,OTHER
2015,Labridae,Halichoeres nigrescens,pono,Muheza,16.2,OTHER
2015,Lethrinidae, Lethrinus harak,Changu doa,Muheza,676.8,OTHER
2015,Loliginidae, Uroteuthis duvaucelii,Ngisi,Muheza,2.2,OTHER
2015,Mugilidae ,Valamugil buchanani,Mkizi,Muheza,6.1,OTHER
2015,Mullidae ,Upeneus tragula,Mkundaji,Muheza,5,OTHER
2015,Nemipteridae,Nemipterus japonicus,Koana,Muheza,83.2,OTHER
2015,Octopodidae ,Octopus cyanea,Pweza,Muheza,44,OTHER
2015,Palinuridae , Panulirus ornatus,Kamba koche,Muheza,2.5,OTHER
2015,Penaeidae,Penaeus Monodon,Kamba mti,Muheza,5.9,OTHER
2015,Rachycentridae, Rachycentron canadum,Songoro,Muheza,347.8,OTHER
2015,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Muheza,443.2,OTHER
2015,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Muheza,238.9,OTHER
2015,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Muheza,60.2,OTHER
2015,Scombridae (v),Rastrelliger kanagurta,Vibua,Muheza,7.1,OTHER
2015,Serranidae,Cephalopholis argus,Chewa,Muheza,62.2,OTHER
2015,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Muheza,150.5,OTHER
2015,Siganidae,Siganus Canaliculatus,Tasi,Muheza,77.4,OTHER
2015,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Muheza,51.1,OTHER
2015,Others,,Wengineo,Muheza,287.3,OTHER
2016,Acanthuridae,Naso hexacanthus,Puju,Muheza,8.64,OTHER
2016,Ariidae,Netuma thalassina,Hongwe,Muheza,47.84,OTHER
2016,Caesionidae,Caesio xanthonota,Mbono,Muheza,3.44,OTHER
2016,Carangidae, carenx tille,Karambizi,Muheza,162.84,OTHER
2016,Clariidae ,clarias macrocephalus,Kambale ,Muheza,2.54,OTHER
2016,Chanidae,Chanidae,Mwatiko,Muheza,1.64,OTHER
2016,Chirocentridae,Chirocentrus nudus,Mkonge,Muheza,21.64,OTHER
2016,Clupeidae,Sardinella neglecta,Dagaa papa,Muheza,221.54,OTHER
2016,Scombridae (v),Rastrelliger kanagurta,Vibua,Muheza,6.54,OTHER
2016,Gerridae,Gerres oblongus,Chaa,Muheza,6.54,OTHER
2016,Haemulidae ,Pomadasys multimaculatum,Karamamba,Muheza,5.64,OTHER
2016,Hemiramphidae , Hemiramphus far,Chuchunge,Muheza,99.54,OTHER
2016,Istiophoridae ,Istiompax indica,Samsuri,Muheza,41.44,OTHER
2016,Labridae,Halichoeres nigrescens,pono,Muheza,15.64,OTHER
2016,Lethrinidae, Lethrinus harak,Changu doa,Muheza,676.24,OTHER
2016,Loliginidae, Uroteuthis duvaucelii,Ngisi,Muheza,1.64,OTHER
2016,Mugilidae ,Valamugil buchanani,Mkizi,Muheza,5.54,OTHER
2016,Mullidae ,Upeneus tragula,Mkundaji,Muheza,4.44,OTHER
2016,Nemipteridae,Nemipterus japonicus,Koana,Muheza,82.64,OTHER
2016,Octopodidae ,Octopus cyanea,Pweza,Muheza,43.44,OTHER
2016,Palinuridae , Panulirus ornatus,Kamba koche,Muheza,1.94,OTHER
2016,Penaeidae,Penaeus Monodon,Kamba mti,Muheza,5.34,OTHER
2016,Rachycentridae, Rachycentron canadum,Songoro,Muheza,347.24,OTHER
2016,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Muheza,442.64,OTHER
2016,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Muheza,238.34,OTHER
2016,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Muheza,59.64,OTHER
2016,Serranidae,Cephalopholis argus,Chewa,Muheza,61.64,OTHER
2016,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Muheza,149.94,OTHER
2016,Siganidae,Siganus Canaliculatus,Tasi,Muheza,76.84,OTHER
2016,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Muheza,50.54,OTHER
2016,Others,,Wengineo,Muheza,286.74,OTHER
2014,Acanthuridae,Naso hexacanthus,Puju,Pangani,3.1,OTHER
2014,Ariidae,Netuma thalassina,Hongwe,Pangani,72,OTHER
2014,Caesionidae,Caesio xanthonota,Mbono,Pangani,1,OTHER
2014,Carangidae, carenx tille,Karambizi,Pangani,76.4,OTHER
2014,Clariidae ,clarias macrocephalus,Kambale ,Pangani,5.3,OTHER
2014,Gerridae,Gerres oblongus,Chaa,Pangani,1.1,OTHER
2014,Haemulidae ,Pomadasys multimaculatum,Karamamba,Pangani,1,OTHER
2014,Hemiramphidae , Hemiramphus far,Chuchunge,Pangani,128.4,OTHER
2014,Istiophoridae ,Istiompax indica,Samsuri,Pangani,3,OTHER
2014,Labridae,,,Pangani,109.5,OTHER
2014,Lethrinidae, Lethrinus harak,Changu doa,Pangani,320.2,OTHER
2014,Loliginidae, Uroteuthis duvaucelii,Ngisi,Pangani,0.1,OTHER
2014,Mugilidae ,Valamugil buchanani,Mkizi,Pangani,26.1,OTHER
2014,Nemipteridae,Nemipterus japonicus,Koana,Pangani,49.6,OTHER
2014,Octopodidae ,Octopus cyanea,Pweza,Pangani,290.9,OTHER
2014,Others,,Wengineo,Pangani,182.1,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Pangani,241,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Pangani,0.2,OTHER
2014,Rachycentridae, Rachycentron canadum,Songoro,Pangani,9,OTHER
2014,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Pangani,730.6,OTHER
2014,Scombridae(J),Gymnosarda unicolor ,Jodari  meno,Pangani,2.9,OTHER
2014,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Pangani,3.6,OTHER
2014,Scombridae (v),Rastrelliger kanagurta,Vibua,Pangani,0.1,OTHER
2014,Serranidae,Cephalopholis argus,Chewa,Pangani,20.6,OTHER
2014,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Pangani,250,OTHER
2014,Siganidae,Siganus Canaliculatus,Tasi,Pangani,245.8,OTHER
2014,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Pangani,29.8,OTHER
2015,Acanthuridae,Naso hexacanthus,Puju,Pangani,5.2,OTHER
2015,Ariidae,Netuma thalassina,Hongwe,Pangani,89,OTHER
2015,Caesionidae,Caesio xanthonota,Mbono,Pangani,6,OTHER
2015,Carangidae, carenx tille,Karambizi,Pangani,92.1,OTHER
2015,Clariidae ,clarias macrocephalus,Kambale ,Pangani,3.4,OTHER
2015,Chanidae,Chanidae,Mwatiko,Pangani,9.4,OTHER
2015,Chirocentridae,Chirocentrus nudus,Mkonge,Pangani,5.2,OTHER
2015,Clupeidae,Sardinella neglecta,Dagaa papa,Pangani,6.4,OTHER
2015,Gerridae,Gerres oblongus,Chaa,Pangani,3.1,OTHER
2015,Haemulidae ,Pomadasys multimaculatum,Karamamba,Pangani,4,OTHER
2015,Hemiramphidae , Hemiramphus far,Chuchunge,Pangani,231.6,OTHER
2015,Istiophoridae ,Istiompax indica,Samsuri,Pangani,4.1,OTHER
2015,Labridae,Halichoeres nigrescens,pono,Pangani,117.9,OTHER
2015,Lethrinidae, Lethrinus harak,Changu doa,Pangani,330.6,OTHER
2015,Loliginidae, Uroteuthis duvaucelii,Ngisi,Pangani,6.4,OTHER
2015,Mugilidae ,Valamugil buchanani,Mkizi,Pangani,46.1,OTHER
2015,Mullidae ,Upeneus tragula,Mkundaji,Pangani,2,OTHER
2015,Nemipteridae,Nemipterus japonicus,Koana,Pangani,53.5,OTHER
2015,Octopodidae ,Octopus cyanea,Pweza,Pangani,211.4,OTHER
2015,Palinuridae , Panulirus ornatus,Kamba koche,Pangani,332.4,OTHER
2015,Penaeidae,Penaeus Monodon,Kamba mti,Pangani,2.6,OTHER
2015,Rachycentridae, Rachycentron canadum,Songoro,Pangani,13.1,OTHER
2015,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Pangani,911.1,OTHER
2015,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Pangani,3.1,OTHER
2015,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Pangani,6.1,OTHER
2015,Acanthuridae,Naso hexacanthus,Puju,Pangani,60,OTHER
2015,Scombridae (v),Rastrelliger kanagurta,Vibua,Pangani,3.1,OTHER
2015,Serranidae,Cephalopholis argus,Chewa,Pangani,36.4,OTHER
2015,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Pangani,221.2,OTHER
2015,Siganidae,Siganus Canaliculatus,Tasi,Pangani,231.1,OTHER
2015,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Pangani,32.4,OTHER
2015,Others,,Wengineo,Pangani,121.2,OTHER
2016,Acanthuridae,Naso hexacanthus,Puju,Pangani,4.64,OTHER
2016,Ariidae,Netuma thalassina,Hongwe,Pangani,88.44,OTHER
2016,Caesionidae,Caesio xanthonota,Mbono,Pangani,5.44,OTHER
2016,Carangidae, carenx tille,Karambizi,Pangani,91.54,OTHER
2016,Clariidae ,clarias macrocephalus,Kambale ,Pangani,2.84,OTHER
2016,Chanidae,Chanidae,Mwatiko,Pangani,8.84,OTHER
2016,Chirocentridae,Chirocentrus nudus,Mkonge,Pangani,4.64,OTHER
2016,Clupeidae,Sardinella neglecta,Dagaa papa,Pangani,5.84,OTHER
2016,Scombridae (v),Rastrelliger kanagurta,Vibua,Pangani,2.54,OTHER
2016,Gerridae,Gerres oblongus,Chaa,Pangani,2.54,OTHER
2016,Haemulidae ,Pomadasys multimaculatum,Karamamba,Pangani,3.44,OTHER
2016,Hemiramphidae , Hemiramphus far,Chuchunge,Pangani,231.04,OTHER
2016,Istiophoridae ,Istiompax indica,Samsuri,Pangani,3.54,OTHER
2016,Labridae,Halichoeres nigrescens,pono,Pangani,117.34,OTHER
2016,Lethrinidae, Lethrinus harak,Changu doa,Pangani,330.04,OTHER
2016,Loliginidae, Uroteuthis duvaucelii,Ngisi,Pangani,5.84,OTHER
2016,Mugilidae ,Valamugil buchanani,Mkizi,Pangani,45.54,OTHER
2016,Mullidae ,Upeneus tragula,Mkundaji,Pangani,1.44,OTHER
2016,Nemipteridae,Nemipterus japonicus,Koana,Pangani,52.94,OTHER
2016,Octopodidae ,Octopus cyanea,Pweza,Pangani,210.84,OTHER
2016,Palinuridae , Panulirus ornatus,Kamba koche,Pangani,331.84,OTHER
2016,Penaeidae,Penaeus Monodon,Kamba mti,Pangani,2.04,OTHER
2016,Rachycentridae, Rachycentron canadum,Songoro,Pangani,12.54,OTHER
2016,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Pangani,910.54,OTHER
2016,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Pangani,2.54,OTHER
2016,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Pangani,5.54,OTHER
2016,Acanthuridae,Naso hexacanthus,Puju,Pangani,59.44,OTHER
2016,Serranidae,Cephalopholis argus,Chewa,Pangani,35.84,OTHER
2016,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Pangani,220.64,OTHER
2016,Siganidae,Siganus Canaliculatus,Tasi,Pangani,230.54,OTHER
2016,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Pangani,31.84,OTHER
2016,Others,,Wengineo,Pangani,120.64,OTHER
2014,Acanthuridae,Naso hexacanthus,Puju,Tanga,12.1,OTHER
2014,Ariidae,Netuma thalassina,Hongwe,Tanga,40.3,OTHER
2014,Caesionidae,Caesio xanthonota,Mbono,Tanga,55.2,OTHER
2014,Carangidae, carenx tille,Karambizi,Tanga,121.1,OTHER
2014,Clariidae ,clarias macrocephalus,Kambale ,Tanga,1.1,OTHER
2014,Chanidae,Chanidae,Mwatiko,Tanga,46.7,OTHER
2014,Chirocentridae,Chirocentrus nudus,Mkonge,Tanga,31.3,OTHER
2014,Clupeidae,Sardinella neglecta,Dagaa papa,Tanga,"2,224.20",OTHER
2014,Gerridae,Gerres oblongus,Chaa,Tanga,2.4,OTHER
2014,Haemulidae ,Pomadasys multimaculatum,Karamamba,Tanga,4.3,OTHER
2014,Hemiramphidae , Hemiramphus far,Chuchunge,Tanga,5,OTHER
2014,Istiophoridae ,Istiompax indica,Samsuri,Tanga,62.4,OTHER
2014,Labridae,,,Tanga,21,OTHER
2014,Lethrinidae, Lethrinus harak,Changu doa,Tanga,69.8,OTHER
2014,Loliginidae, Uroteuthis duvaucelii,Ngisi,Tanga,91.2,OTHER
2014,Mugilidae ,Valamugil buchanani,Mkizi,Tanga,32.8,OTHER
2014,Mullidae ,Upeneus tragula,Mkundaji,Tanga,34.4,OTHER
2014,Nemipteridae,Nemipterus japonicus,Koana,Tanga,53.5,OTHER
2014,Octopodidae ,Octopus cyanea,Pweza,Tanga,50.8,OTHER
2014,Others,,Wengineo,Tanga,217.5,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Tanga,0.4,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Tanga,0.2,OTHER
2014,Rachycentridae, Rachycentron canadum,Songoro,Tanga,84.3,OTHER
2014,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Tanga,97.4,OTHER
2014,Scombridae(J),Gymnosarda unicolor ,Jodari  meno,Tanga,290.9,OTHER
2014,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Tanga,84.9,OTHER
2014,Scombridae (v),Rastrelliger kanagurta,Vibua,Tanga,150.5,OTHER
2014,Serranidae,Cephalopholis argus,Chewa,Tanga,66.9,OTHER
2014,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Tanga,22.3,OTHER
2014,Siganidae,Siganus Canaliculatus,Tasi,Tanga,74.1,OTHER
2014,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Tanga,96,OTHER
2015,Acanthuridae,Naso hexacanthus,Puju,Tanga,19.1,OTHER
2015,Ariidae,Netuma thalassina,Hongwe,Tanga,33.4,OTHER
2015,Caesionidae,Caesio xanthonota,Mbono,Tanga,42.3,OTHER
2015,Carangidae, carenx tille,Karambizi,Tanga,147.2,OTHER
2015,Clariidae ,clarias macrocephalus,Kambale ,Tanga,3.6,OTHER
2015,Chanidae,Chanidae,Mwatiko,Tanga,36.1,OTHER
2015,Chirocentridae,Chirocentrus nudus,Mkonge,Tanga,26.1,OTHER
2015,Clupeidae,Sardinella neglecta,Dagaa papa,Tanga,1344.7,OTHER
2015,Gerridae,Gerres oblongus,Chaa,Tanga,9.1,OTHER
2015,Haemulidae ,Pomadasys multimaculatum,Karamamba,Tanga,13.1,OTHER
2015,Hemiramphidae , Hemiramphus far,Chuchunge,Tanga,6.2,OTHER
2015,Istiophoridae ,Istiompax indica,Samsuri,Tanga,49.4,OTHER
2015,Labridae,Halichoeres nigrescens,pono,Tanga,26.1,OTHER
2015,Lethrinidae, Lethrinus harak,Changu doa,Tanga,52.2,OTHER
2015,Loliginidae, Uroteuthis duvaucelii,Ngisi,Tanga,99.2,OTHER
2015,Mugilidae ,Valamugil buchanani,Mkizi,Tanga,24.4,OTHER
2015,Mullidae ,Upeneus tragula,Mkundaji,Tanga,38.2,OTHER
2015,Nemipteridae,Nemipterus japonicus,Koana,Tanga,76.4,OTHER
2015,Octopodidae ,Octopus cyanea,Pweza,Tanga,42.9,OTHER
2015,Palinuridae , Panulirus ornatus,Kamba koche,Tanga,4.3,OTHER
2015,Penaeidae,Penaeus Monodon,Kamba mti,Tanga,1.3,OTHER
2015,Rachycentridae, Rachycentron canadum,Songoro,Tanga,76.6,OTHER
2015,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Tanga,66.3,OTHER
2015,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Tanga,173.3,OTHER
2015,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Tanga,67.5,OTHER
2015,Scombridae (v),Rastrelliger kanagurta,Vibua,Tanga,569.4,OTHER
2015,Serranidae,Cephalopholis argus,Chewa,Tanga,71.3,OTHER
2015,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Tanga,39.1,OTHER
2015,Siganidae,Siganus Canaliculatus,Tasi,Tanga,89.2,OTHER
2015,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Tanga,84.7,OTHER
2015,Others,,Wengineo,Tanga,289.5,OTHER
2016,Acanthuridae,Naso hexacanthus,Puju,Tanga,18.54,OTHER
2016,Ariidae,Netuma thalassina,Hongwe,Tanga,32.84,OTHER
2016,Caesionidae,Caesio xanthonota,Mbono,Tanga,41.74,OTHER
2016,Carangidae, carenx tille,Karambizi,Tanga,146.64,OTHER
2016,Clariidae ,clarias macrocephalus,Kambale ,Tanga,3.04,OTHER
2016,Chanidae,Chanidae,Mwatiko,Tanga,35.54,OTHER
2016,Chirocentridae,Chirocentrus nudus,Mkonge,Tanga,25.54,OTHER
2016,Clupeidae,Sardinella neglecta,Dagaa papa,Tanga,"1,344.14",OTHER
2016,Scombridae (v),Rastrelliger kanagurta,Vibua,Tanga,568.84,OTHER
2016,Gerridae,Gerres oblongus,Chaa,Tanga,8.54,OTHER
2016,Haemulidae ,Pomadasys multimaculatum,Karamamba,Tanga,12.54,OTHER
2016,Hemiramphidae , Hemiramphus far,Chuchunge,Tanga,5.64,OTHER
2016,Istiophoridae ,Istiompax indica,Samsuri,Tanga,48.84,OTHER
2016,Labridae,Halichoeres nigrescens,pono,Tanga,25.54,OTHER
2016,Lethrinidae, Lethrinus harak,Changu doa,Tanga,51.64,OTHER
2016,Loliginidae, Uroteuthis duvaucelii,Ngisi,Tanga,98.64,OTHER
2016,Mugilidae ,Valamugil buchanani,Mkizi,Tanga,23.84,OTHER
2016,Mullidae ,Upeneus tragula,Mkundaji,Tanga,37.64,OTHER
2016,Nemipteridae,Nemipterus japonicus,Koana,Tanga,75.84,OTHER
2016,Octopodidae ,Octopus cyanea,Pweza,Tanga,42.34,OTHER
2016,Palinuridae , Panulirus ornatus,Kamba koche,Tanga,3.74,OTHER
2016,Penaeidae,Penaeus Monodon,Kamba mti,Tanga,0.74,OTHER
2016,Rachycentridae, Rachycentron canadum,Songoro,Tanga,76.04,OTHER
2016,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Tanga,65.74,OTHER
2016,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Tanga,172.74,OTHER
2016,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Tanga,66.94,OTHER
2016,Serranidae,Cephalopholis argus,Chewa,Tanga,70.74,OTHER
2016,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Tanga,38.54,OTHER
2016,Siganidae,Siganus Canaliculatus,Tasi,Tanga,88.64,OTHER
2016,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Tanga,84.14,OTHER
2016,Others,,Wengineo,Tanga,288.94,OTHER
2014,Acanthuridae,Naso hexacanthus,Puju,Mkinga,12.2,OTHER
2014,Ariidae,Netuma thalassina,Hongwe,Mkinga,66,OTHER
2014,Caesionidae,Caesio xanthonota,Mbono,Mkinga,76.3,OTHER
2014,Carangidae, carenx tille,Karambizi,Mkinga,113.3,OTHER
2014,Clariidae ,clarias macrocephalus,Kambale ,Mkinga,12.2,OTHER
2014,Chanidae,Chanidae,Mwatiko,Mkinga,62.8,OTHER
2014,Chirocentridae,Chirocentrus nudus,Mkonge,Mkinga,48.2,OTHER
2014,Clupeidae,Sardinella neglecta,Dagaa papa,Mkinga,99.5,OTHER
2014,Gerridae,Gerres oblongus,Chaa,Mkinga,11.6,OTHER
2014,Haemulidae ,Pomadasys multimaculatum,Karamamba,Mkinga,13.2,OTHER
2014,Hemiramphidae , Hemiramphus far,Chuchunge,Mkinga,4.9,OTHER
2014,Istiophoridae ,Istiompax indica,Samsuri,Mkinga,33.4,OTHER
2014,Labridae,,,Mkinga,192.2,OTHER
2014,Lethrinidae, Lethrinus harak,Changu doa,Mkinga,80.4,OTHER
2014,Loliginidae, Uroteuthis duvaucelii,Ngisi,Mkinga,120,OTHER
2014,Mugilidae ,Valamugil buchanani,Mkizi,Mkinga,66.8,OTHER
2014,Mullidae ,Upeneus tragula,Mkundaji,Mkinga,120.4,OTHER
2014,Nemipteridae,Nemipterus japonicus,Koana,Mkinga,180.6,OTHER
2014,Octopodidae ,Octopus cyanea,Pweza,Mkinga,141.4,OTHER
2014,Others,,Wengineo,Mkinga,240.1,OTHER
2014,Penaeidae,Penaeus Monodon,Kamba mti,Mkinga,152.1,OTHER
2014,Rachycentridae, Rachycentron canadum,Songoro,Mkinga,145,OTHER
2014,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Mkinga,278.5,OTHER
2014,Scombridae(J),Gymnosarda unicolor ,Jodari  meno,Mkinga,294,OTHER
2014,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Mkinga,152.2,OTHER
2014,Scombridae (v),Rastrelliger kanagurta,Vibua,Mkinga,282,OTHER
2014,Serranidae,Cephalopholis argus,Chewa,Mkinga,148.2,OTHER
2014,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Mkinga,159.1,OTHER
2014,Siganidae,Siganus Canaliculatus,Tasi,Mkinga,251,OTHER
2014,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Mkinga,180,OTHER
2015,Acanthuridae,Naso hexacanthus,Puju,Mkinga,8.5,OTHER
2015,Ariidae,Netuma thalassina,Hongwe,Mkinga,43.4,OTHER
2015,Caesionidae,Caesio xanthonota,Mbono,Mkinga,62.2,OTHER
2015,Carangidae, carenx tille,Karambizi,Mkinga,132.2,OTHER
2015,Clariidae ,clarias macrocephalus,Kambale ,Mkinga,14.3,OTHER
2015,Chanidae,Chanidae,Mwatiko,Mkinga,71.3,OTHER
2015,Chirocentridae,Chirocentrus nudus,Mkonge,Mkinga,33.6,OTHER
2015,Clupeidae,Sardinella neglecta,Dagaa papa,Mkinga,81.5,OTHER
2015,Gerridae,Gerres oblongus,Chaa,Mkinga,7.4,OTHER
2015,Haemulidae ,Pomadasys multimaculatum,Karamamba,Mkinga,14.6,OTHER
2015,Hemiramphidae , Hemiramphus far,Chuchunge,Mkinga,7.5,OTHER
2015,Istiophoridae ,Istiompax indica,Samsuri,Mkinga,27.4,OTHER
2015,Labridae,Halichoeres nigrescens,pono,Mkinga,147.7,OTHER
2015,Lethrinidae, Lethrinus harak,Changu doa,Mkinga,69.6,OTHER
2015,Loliginidae, Uroteuthis duvaucelii,Ngisi,Mkinga,141.7,OTHER
2015,Mugilidae ,Valamugil buchanani,Mkizi,Mkinga,51.7,OTHER
2015,Mullidae ,Upeneus tragula,Mkundaji,Mkinga,126.5,OTHER
2015,Nemipteridae,Nemipterus japonicus,Koana,Mkinga,129.4,OTHER
2015,Octopodidae ,Octopus cyanea,Pweza,Mkinga,116.2,OTHER
2015,Palinuridae , Panulirus ornatus,Kamba koche,Mkinga,102.4,OTHER
2015,Penaeidae,Penaeus Monodon,Kamba mti,Mkinga,1.3,OTHER
2015,Rachycentridae, Rachycentron canadum,Songoro,Mkinga,122.4,OTHER
2015,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Mkinga,132.5,OTHER
2015,Scombridae(J) / ,Gymnosarda unicolor ,Jodari ,Mkinga,105,OTHER
2015,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Mkinga,106.5,OTHER
2015,Scombridae (v),Rastrelliger kanagurta,Vibua,Mkinga,111,OTHER
2015,Serranidae,Cephalopholis argus,Chewa,Mkinga,130.1,OTHER
2015,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Mkinga,117.6,OTHER
2015,Siganidae,Siganus Canaliculatus,Tasi,Mkinga,112.4,OTHER
2015,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Mkinga,126.8,OTHER
2015,Others,,Wengineo,Mkinga,109.5,OTHER
2016,Acanthuridae,Naso hexacanthus,Puju,Mkinga,7.94,OTHER
2016,Ariidae,Netuma thalassina,Hongwe,Mkinga,42.84,OTHER
2016,Caesionidae,Caesio xanthonota,Mbono,Mkinga,61.64,OTHER
2016,Carangidae, carenx tille,Karambizi,Mkinga,131.64,OTHER
2016,Clariidae ,clarias macrocephalus,Kambale ,Mkinga,13.74,OTHER
