Year,Family,Eng_name,Swahil-_name,Districts,Catch(t),Zone
2017,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Mtwara Rural,44.69,RUMAKI
2017,Siganidae,Siganus Canaliculatus,Tasi,Mtwara Rural,6.09,RUMAKI
2017,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Mtwara Rural,3.09,RUMAKI
2017, Others ,,Wengineo,Mtwara Rural,78.39,RUMAKI
2017,Acanthuridae,Naso hexacanthus,Puju,Kigamboni,126.95,RUMAKI
2017,Ariidae,Netuma thalassina,Hongwe,Kigamboni,32.38,RUMAKI
2017,Caesionidae,Caesio xanthonota,Mbono,Kigamboni,34.86,RUMAKI
2017,Carangidae, carenx tille,Karambizi,Kigamboni,93.19,RUMAKI
2017,Clariidae ,clarias macrocephalus,Kambale ,Kigamboni,3.31,RUMAKI
2017,Chanidae,Chanidae,Mwatiko,Kigamboni,2.48,RUMAKI
2017,Chirocentridae,Chirocentrus nudus,Mkonge,Kigamboni,2.35,RUMAKI
2017,Clupeidae,Sardinella neglecta,Dagaa papa,Kigamboni,114.35,RUMAKI
2017,Gerridae,Gerres oblongus,Chaa,Kigamboni,93.56,RUMAKI
2017,Haemulidae ,Pomadasys multimaculatum,Karamamba,Kigamboni,3.21,RUMAKI
2017,Hemiramphidae , Hemiramphus far,Chuchunge,Kigamboni,4.78,RUMAKI
2017,Istiophoridae ,Istiompax indica,Samsuri,Kigamboni,10.29,RUMAKI
2017,Labridae,Halichoeres nigrescens,pono,Kigamboni,45.19,RUMAKI
2017,Lethrinidae, Lethrinus harak,Changu doa,Kigamboni,63.99,RUMAKI
2017,Loliginidae, Uroteuthis duvaucelii,Ngisi,Kigamboni,133.99,RUMAKI
2017,Mugilidae ,Valamugil buchanani,Mkizi,Kigamboni,16.09,RUMAKI
2017,Mullidae ,Upeneus tragula,Mkundaji,Kigamboni,73.09,RUMAKI
2017,Nemipteridae,Nemipterus japonicus,Koana,Kigamboni,35.39,RUMAKI
2017,Octopodidae ,Octopus cyanea,Pweza,Kigamboni,83.29,RUMAKI
2017,Palinuridae , Panulirus ornatus,Kamba koche,Kigamboni,112.79,RUMAKI
2017,Penaeidae,Penaeus Monodon,Kamba mti,Kigamboni,9.19,RUMAKI
2017,Rachycentridae, Rachycentron canadum,Songoro,Kigamboni,16.39,RUMAKI
2017,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Kigamboni,9.29,RUMAKI
2017, Scombridae(J) ,Gymnosarda unicolor ,Jodari  meno,Kigamboni,29.19,RUMAKI
2017,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Kigamboni,149.49,RUMAKI
2017,Scombridae (J),Thunnus obesus,Jodari macho makubwa,Kigamboni,71.39,RUMAKI
2017,Acanthuridae,Naso hexacanthus,Puju,Kigamboni,143.49,RUMAKI
2017,Scombridae,Euthynus affinis,Sehewa,Kigamboni,53.49,RUMAKI
2017,Scombridae (v),Rastrelliger kanagurta,Vibua,Kigamboni,128.29,RUMAKI
2017,Serranidae,Cephalopholis argus,Chewa,Kigamboni,131.19,RUMAKI
2017,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Kigamboni,117.99,RUMAKI
2017,Siganidae,Siganus Canaliculatus,Tasi,Kigamboni,104.19,RUMAKI
2017,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Kigamboni,3.09,RUMAKI
2017,Others,,Wengineo,Kigamboni,124.19,RUMAKI
2017,Acanthuridae,Naso hexacanthus,Puju,Temeke,13.18,OTHER
2017,Ariidae,Netuma thalassina,Hongwe,Temeke,4.96,OTHER
2017,Caesionidae,Caesio xanthonota,Mbono,Temeke,5.17,OTHER
2017,Carangidae, carenx tille,Karambizi,Temeke,10.24,OTHER
2017,Clariidae ,clarias macrocephalus,Kambale ,Temeke,2.43,OTHER
2017,Chanidae,Chanidae,Mwatiko,Temeke,2.36,OTHER
2017,Chirocentridae,Chirocentrus nudus,Mkonge,Temeke,2.35,OTHER
2017,Clupeidae,Sardinella neglecta,Dagaa papa,Temeke,12.08,OTHER
2017,Gerridae,Gerres oblongus,Chaa,Temeke,10.28,OTHER
2017,Haemulidae ,Pomadasys multimaculatum,Karamamba,Temeke,2.42,OTHER
2017,Hemiramphidae , Hemiramphus far,Chuchunge,Temeke,2.56,OTHER
2017,Istiophoridae ,Istiompax indica,Samsuri,Temeke,13.89,OTHER
2017,Labridae,Halichoeres nigrescens,pono,Temeke,26.99,OTHER
2017,Lethrinidae, Lethrinus harak,Changu doa,Temeke,459.99,OTHER
2017,Loliginidae, Uroteuthis duvaucelii,Ngisi,Temeke,176.09,OTHER
2017,Mugilidae ,Valamugil buchanani,Mkizi,Temeke,12.49,OTHER
2017,Mullidae ,Upeneus tragula,Mkundaji,Temeke,10.99,OTHER
2017,Nemipteridae,Nemipterus japonicus,Koana,Temeke,67.99,OTHER
2017,Octopodidae ,Octopus cyanea,Pweza,Temeke,36.79,OTHER
2017,Palinuridae , Panulirus ornatus,Kamba koche,Temeke,581.09,OTHER
2017,Penaeidae,Penaeus Monodon,Kamba mti,Temeke,27.89,OTHER
2017,Rachycentridae, Rachycentron canadum,Songoro,Temeke,5.29,OTHER
2017,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Temeke,64.99,OTHER
2017, Scombridae(J) ,Gymnosarda unicolor ,Jodari  meno,Temeke,11.99,OTHER
2017,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Temeke,33.99,OTHER
2017,Scombridae (J),Thunnus obesus,Jodari macho makubwa,Temeke,203.39,OTHER
2017,Acanthuridae,Naso hexacanthus,Puju,Temeke,74.19,OTHER
2017,Scombridae,Euthynus affinis,Sehewa,Temeke,50.19,OTHER
2017,Scombridae (v),Rastrelliger kanagurta,Vibua,Temeke,24.29,OTHER
2017,Serranidae,Cephalopholis argus,Chewa,Temeke,14.29,OTHER
2017,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Temeke,116.29,OTHER
2017,Siganidae,Siganus Canaliculatus,Tasi,Temeke,9.49,OTHER
2017,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Temeke,8.29,OTHER
2017,Others,,Wengineo,Temeke,12.29,OTHER
2017,Acanthuridae,Naso hexacanthus,Puju,Ilala,11.19,OTHER
2017,Ariidae,Netuma thalassina,Hongwe,Ilala,2945.5,OTHER
2017,Caesionidae,Caesio xanthonota,Mbono,Ilala,227.89,OTHER
2017,Carangidae, carenx tille,Karambizi,Ilala,237.89,OTHER
2017,Clariidae ,clarias macrocephalus,Kambale ,Ilala,4.69,OTHER
2017,Chanidae,Chanidae,Mwatiko,Ilala,221.49,OTHER
2017,Chirocentridae,Chirocentrus nudus,Mkonge,Ilala,233.19,OTHER
2017,Clupeidae,Sardinella neglecta,Dagaa papa,Ilala,4216.59,OTHER
2017,Gerridae,Gerres oblongus,Chaa,Ilala,690.39,OTHER
2017,Haemulidae ,Pomadasys multimaculatum,Karamamba,Ilala,232.89,OTHER
2017,Hemiramphidae , Hemiramphus far,Chuchunge,Ilala,253.19,OTHER
2017,Istiophoridae ,Istiompax indica,Samsuri,Ilala,14.29,OTHER
2017,Labridae,Halichoeres nigrescens,pono,Ilala,289.09,OTHER
2017,Lethrinidae, Lethrinus harak,Changu doa,Ilala,3.99,OTHER
2017,Loliginidae, Uroteuthis duvaucelii,Ngisi,Ilala,234.19,OTHER
2017,Mugilidae ,Valamugil buchanani,Mkizi,Ilala,7.99,OTHER
2017,Mullidae ,Upeneus tragula,Mkundaji,Ilala,3.39,OTHER
2017,Nemipteridae,Nemipterus japonicus,Koana,Ilala,3.09,OTHER
2017,Octopodidae ,Octopus cyanea,Pweza,Ilala,305.09,OTHER
2017,Palinuridae , Panulirus ornatus,Kamba koche,Ilala,109.19,OTHER
2017,Penaeidae,Penaeus Monodon,Kamba mti,Ilala,6.19,OTHER
2017,Rachycentridae, Rachycentron canadum,Songoro,Ilala,3.09,OTHER
2017,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Ilala,4.19,OTHER
2017, Scombridae(J) ,Gymnosarda unicolor ,Jodari  meno,Ilala,3.09,OTHER
2017,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Ilala,3.39,OTHER
2017,Scombridae (J),Thunnus obesus,Jodari macho makubwa,Ilala,106.19,OTHER
2017,Acanthuridae,Naso hexacanthus,Puju,Ilala,3.19,OTHER
2017,Scombridae,Euthynus affinis,Sehewa,Ilala,236.89,OTHER
2017,Scombridae (v),Rastrelliger kanagurta,Vibua,Ilala,18.59,OTHER
2017,Serranidae,Cephalopholis argus,Chewa,Ilala,4.39,OTHER
2017,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Ilala,4.89,OTHER
2017,Siganidae,Siganus Canaliculatus,Tasi,Ilala,11.99,OTHER
2017,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Ilala,349.19,OTHER
2017,Others,,Wengineo,Ilala,4.19,OTHER
2017,Acanthuridae,Naso hexacanthus,Puju,Kinondoni,114.09,OTHER
2017,Ariidae,Netuma thalassina,Hongwe,Kinondoni,51.89,OTHER
2017,Caesionidae,Caesio xanthonota,Mbono,Kinondoni,64.89,OTHER
2017,Carangidae, carenx tille,Karambizi,Kinondoni,215.99,OTHER
2017,Clariidae ,clarias macrocephalus,Kambale ,Kinondoni,3.19,OTHER
2017,Chanidae,Chanidae,Mwatiko,Kinondoni,4.09,OTHER
2017,Chirocentridae,Chirocentrus nudus,Mkonge,Kinondoni,2.89,OTHER
2017,Clupeidae,Sardinella neglecta,Dagaa papa,Kinondoni,254.89,OTHER
2017,Gerridae,Gerres oblongus,Chaa,Kinondoni,263.79,OTHER
2017,Haemulidae ,Pomadasys multimaculatum,Karamamba,Kinondoni,2.79,OTHER
2017,Hemiramphidae , Hemiramphus far,Chuchunge,Kinondoni,4.09,OTHER
2017,Istiophoridae ,Istiompax indica,Samsuri,Kinondoni,13.79,OTHER
2017,Labridae,Halichoeres nigrescens,pono,Kinondoni,73.09,OTHER
2017,Lethrinidae, Lethrinus harak,Changu doa,Kinondoni,101.19,OTHER
2017,Loliginidae, Uroteuthis duvaucelii,Ngisi,Kinondoni,112.39,OTHER
2017,Mugilidae ,Valamugil buchanani,Mkizi,Kinondoni,4.19,OTHER
2017,Mullidae ,Upeneus tragula,Mkundaji,Kinondoni,154.89,OTHER
2017,Nemipteridae,Nemipterus japonicus,Koana,Kinondoni,35.29,OTHER
2017,Octopodidae ,Octopus cyanea,Pweza,Kinondoni,478.29,OTHER
2017,Palinuridae , Panulirus ornatus,Kamba koche,Kinondoni,113.89,OTHER
2017,Penaeidae,Penaeus Monodon,Kamba mti,Kinondoni,8.19,OTHER
2017,Rachycentridae, Rachycentron canadum,Songoro,Kinondoni,7.09,OTHER
2017,Dasyatidae/ Rays ,Pastinachus sephen,Taa usinga,Kinondoni,23.19,OTHER
2017, Scombridae(J) ,Gymnosarda unicolor ,Jodari  meno,Kinondoni,5.69,OTHER
2017,Scombridae(N),Scomberomorus plurilineatus,Nguru- kanadi,Kinondoni,219.09,OTHER
2017,Scombridae (J),Thunnus obesus,Jodari macho makubwa,Kinondoni,11.99,OTHER
2017,Acanthuridae,Naso hexacanthus,Puju,Kinondoni,149.19,OTHER
2017,Scombridae,Euthynus affinis,Sehewa,Kinondoni,2.35,OTHER
2017,Scombridae (v),Rastrelliger kanagurta,Vibua,Kinondoni,43.79,OTHER
2017,Serranidae,Cephalopholis argus,Chewa,Kinondoni,243.89,OTHER
2017,Carcharhinidae /Sharks ,Carcharhinus falciformis,Papa,Kinondoni,41.19,OTHER
2017,Siganidae,Siganus Canaliculatus,Tasi,Kinondoni,42.69,OTHER
2017,Sphyraenidae ,Sphyraena obtusata,"Msusa, Mzia",Kinondoni,235.79,OTHER
2017,Others,,Wengineo,Kinondoni,54.89,OTHER
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
