Location,Year,Month,Species,Catch Wt (Ton),,
Kilwa,2016,June,Serranidae spp( CEW ),359.28,,
Kilwa,2016,June,Caranx tille( CGX ),20.25,,
Kilwa,2016,June,Changu( CHN ),156.96,,
Kilwa,2016,June,Vipepeo( KPP ),29.25,,
Kilwa,2016,June,Lutjanus spp( LDW ),44.22,,
Kilwa,2016,June,Lethrinus spp( LH ),97.21,,
Kilwa,2016,June,Lethrinus borbonicus( LHB ),224.16,,
Kilwa,2016,June,Lethrinus harak( LHH ),44.94,,
Kilwa,2016,June,Lethrinus nebulosus( LHN ),442.2,,
Kilwa,2016,June,Octopus cyanea( OCC ),6,,
Kilwa,2016,June,Loligo spp( OJD ),110.55,,
Kilwa,2016,June,Panulirus spp( PUR ),0.42,,
Kilwa,2016,June,Siganus sp.( SGL ),108.54,,
Kilwa,2016,June,Carrotomus carolinus( ULG ),11.07,,
Kilwa,2016,June,Upeneus spp( UPL ),8.85,,
Kilwa,2016,July,Serranidae spp( CEW ),385.02,,
Kilwa,2016,July,Caranx tille( CGX ),3.01,,
Kilwa,2016,July,Chaetodon ssp( CHM ),1.27,,
Kilwa,2016,July,Changu( CHN ),218.64,,
Kilwa,2016,July,Kifuu( KF ),3.81,,
Kilwa,2016,July,Vikande( KKN ),0.93,,
Kilwa,2016,July,Milea( KOM ),251.32,,
Kilwa,2016,July,Lutjanus spp( LDW ),462.16,,
Kilwa,2016,July,Lethrinus spp( LH ),609.83,,
Kilwa,2016,July,Lethrinus borbonicus( LHB ),475.9,,
Kilwa,2016,July,Lethrinus harak( LHH ),380.78,,
Kilwa,2016,July,Lethrinus nebulosus( LHN ),205.62,,
Kilwa,2016,July,Lethrinus rubrioperculatus( LHR ),205.62,,
Kilwa,2016,July,Milea( ML ),11.44,,
Kilwa,2016,July,Gerres spp( MOJ ),"1,763.26",,
Kilwa,2016,July,Tuna( NGR ),690.99,,
Kilwa,2016,July,Netuma thalassina( NTT ),205.62,,
Kilwa,2016,July,Caranx spp( NXT ),685.41,,
Kilwa,2016,July,Octopus cyanea( OCC ),76.4,,
Kilwa,2016,July,Loligo spp( OJD ),"1,445.41",,
Kilwa,2016,July,Pono( PNW ),0.93,,
Kilwa,2016,July,Panulirus spp( PUR ),23.98,,
Kilwa,2016,July,Siganus sp.( SGL ),198.55,,
Kilwa,2016,July,Acanthurus spp( SUR  ),2.54,,
Kilwa,2016,July,Terrapon jarbua( TJB ),45.69,,
Kilwa,2016,July,Upeneus spp( UPL ),2.54,,
Kilwa,2016,August,Serranidae spp( CEW ),719.19,,
Kilwa,2016,August,Caranx tille( CGX ),695.18,,
Kilwa,2016,August,Changu( CHN ),661.65,,
Kilwa,2016,August,Cuttlefish( DM ),12.56,,
Kilwa,2016,August,Vikande( KKN ),0.28,,
Kilwa,2016,August,Lutjanus spp( LDW ),187.67,,
Kilwa,2016,August,Lethrinus spp( LH ),"1,331.92",,
Kilwa,2016,August,Lethrinus borbonicus( LHB ),244.83,,
Kilwa,2016,August,Lethrinus harak( LHH ),"3,388.56",,
Kilwa,2016,August,Gerres spp( MOJ ),"2,103.38",,
Kilwa,2016,August,Tuna( NGR ),811.35,,
Kilwa,2016,August,Caranx spp( NXT ),36.27,,
Kilwa,2016,August,Taa( NYG ),1.58,,
Kilwa,2016,August,Octopus cyanea( OCC ),201.43,,
Kilwa,2016,August,Loligo spp( OJD ),6.82,,
Kilwa,2016,August,Panulirus spp( PUR ),19.08,,
Kilwa,2016,August,Siganus sp.( SGL ),65.17,,
Kilwa,2016,August,Carrotomus carolinus( ULG ),6.51,,
Kilwa,2016,August,Upeneus spp( UPL ),3.26,,
Kilwa,2016,August,Acanthocybium solandiri( WAH ),685.41,,
Kilwa,2016,September,Changu( CHN ),3.42,,
Kilwa,2016,September,Lutjanus spp( LDW ),6.48,,
Kilwa,2016,September,Lethrinus spp( LH ),"3,928.89",,
Kilwa,2016,September,Lethrinus borbonicus( LHB ),117.39,,
Kilwa,2016,September,Lethrinus harak( LHH ),600.39,,
Kilwa,2016,September,Lethrinus nebulosus( LHN ),530.64,,
Kilwa,2016,September,Lethrinus rubrioperculatus( LHR ),176.88,,
Kilwa,2016,September,Gerres spp( MOJ ),"1,834.26",,
Kilwa,2016,September,Octopus cyanea( OCC ),34.18,,
Kilwa,2016,September,Loligo spp( OJD ),15.96,,
Kilwa,2016,September,Panulirus spp( PUR ),29.25,,
Kilwa,2016,September,Siganus sp.( SGL ),4.05,,
Kilwa,2016,September,Upeneus spp( UPL ),3.42,,
Kilwa,2016,October,Serranidae spp( CEW ),687.77,,
Kilwa,2016,October,Lutjanus spp( LDW ),4.71,,
Kilwa,2016,October,Lethrinus spp( LH ),6.98,,
Kilwa,2016,October,Lethrinus borbonicus( LHB ),9.42,,
Kilwa,2016,October,Lethrinus harak( LHH ),736.82,,
Kilwa,2016,October,Gerres spp( MOJ ),971,,
Kilwa,2016,October,Tuna( NGR ),479.79,,
Kilwa,2016,October,Siganus sp.( SGL ),6.57,,
Kilwa,2016,November,Serranidae spp( CEW ),331.65,,
Kilwa,2016,November,Lethrinus spp( LH ),201.69,,
Kilwa,2016,November,Octopus cyanea( OCC ),"2,160.00",,
Kilwa,2016,November,Siganus sp.( SGL ),80.9,,
Kilwa,2017,January,Serranidae spp( CEW ),1.4,,
Kilwa,2017,January,Kyphosus cinerascens( KYC ),11.16,,
Kilwa,2017,January,Lutjanus spp( LDW ),3.84,,
Kilwa,2017,January,Lethrinus spp( LH ),846.92,,
Kilwa,2017,January,Lethrinus borbonicus( LHB ),10.09,,
Kilwa,2017,January,Lethrinus harak( LHH ),6.93,,
Kilwa,2017,January,Gerres spp( MOJ ),"1,175.80",,
Kilwa,2017,January,Taa( NYG ),2.05,,
Kilwa,2017,January,Pono( PNW ),7.07,,
Kilwa,2017,January,Siganus sp.( SGL ),909.95,,
Kilwa,2017,March,Rachycentron canadum( CBA ),"3,221.43",,
Kilwa,2017,March,Milea( KOM ),479.79,,
Kilwa,2017,March,Lutjanus spp( LDW ),476.52,,
Kilwa,2017,March,Lethrinus spp( LH ),641.84,,
Kilwa,2017,March,Lethrinus harak( LHH ),502.63,,
Kilwa,2017,March,Netuma thalassina( NTT ),776.8,,
Kilwa,2017,March,Siganus sp.( SGL ),215.87,,
Kilwa,2017,March,Upeneus spp( UPL ),2.6,,
Kilwa,2017,April,Serranidae spp( CEW ),675.6,,
Kilwa,2017,April,Changu( CHN ),186.41,,
Kilwa,2017,April,Gymnasarda unicolor( DOT ),14.04,,
Kilwa,2017,April,Mackerel(scomber)( KB ),5.04,,
Kilwa,2017,April,Milea( KOM ),1.17,,
Kilwa,2017,April,Lutjanus spp( LDW ),1.17,,
Kilwa,2017,April,Lethrinus spp( LH ),45.39,,
Kilwa,2017,April,Lethrinus borbonicus( LHB ),213.36,,
Kilwa,2017,April,Lethrinus harak( LHH ),60.78,,
Kilwa,2017,April,Lethrinus nebulosus( LHN ),8.1,,
Kilwa,2017,April,Gerres spp( MOJ ),177.24,,
Kilwa,2017,April,Netuma thalassina( NTT ),928.62,,
Kilwa,2017,April,Taa( NYG ),0.54,,
Kilwa,2017,April,Octopus cyanea( OCC ),24.86,,
Kilwa,2017,April,Pono( PNW ),2.52,,
Kilwa,2017,April,Siganus sp.( SGL ),26.24,,
Kilwa,2017,April,Acanthurus spp( SUR  ),4.68,,
Kilwa,2017,April,Manta alfredi( TNG ),1.08,,
Kilwa,2017,May,Changu( CHN ),1.74,,
Kilwa,2017,May,Dagaa( DGM ),"2,770.01",,
Kilwa,2017,May,Gongora( GNG ),334.8,,
Kilwa,2017,May,Lutjanus spp( LDW ),360.65,,
Kilwa,2017,May,Lethrinus spp( LH ),971.85,,
Kilwa,2017,May,Lethrinus harak( LHH ),1.95,,
Kilwa,2017,May,Gerres spp( MOJ ),949.62,,
Kilwa,2017,May,Tuna( NGR ),232.38,,
Kilwa,2017,May,Siganus sp.( SGL ),124.36,,
Kilwa,2017,June,Sphyraena barracuda( BAQ ),132.66,,
Kilwa,2017,June,Serranidae spp( CEW ),143.72,,
Kilwa,2017,June,Changu( CHN ),268.38,,
Kilwa,2017,June,Milea( KOM ),99.56,,
Kilwa,2017,June,Lethrinus borbonicus( LHB ),102.38,,
Kilwa,2017,June,Lethrinus harak( LHH ),53.94,,
Kilwa,2017,June,Lethrinus rubrioperculatus( LHR ),66.33,,
Kilwa,2017,June,Gerres spp( MOJ ),"1,591.92",,
Kilwa,2017,June,Octopus cyanea( OCC ),15.87,,
Kilwa,2017,June,Pono( PNW ),1.08,,
Kilwa,2017,June,Panulirus spp( PUR ),15.29,,
Kilwa,2017,June,Siganus sp.( SGL ),8.69,,
Kilwa,2017,June,Acanthurus spp( SUR  ),3,,
Kilwa,2017,June,Carrotomus carolinus( ULG ),2.46,,
Kilwa,2017,July,Lethrinus spp( LH ),584.83,,
Kilwa,2017,July,Siganus sp.( SGL ),1.91,,
Kilwa,2017,July,Acanthocybium solandiri( WAH ),150.2,,
Kilwa,2017,July,Thunnus albacares( YFT ),280.4,,
Kilwa,2017,August,Sphyraena barracuda( BAQ ),205.62,,
Kilwa,2017,August,Serranidae spp( CEW ),8.26,,
Kilwa,2017,August,Caranx tille( CGX ),5.86,,
Kilwa,2017,August,Changu( CHN ),1.86,,
Kilwa,2017,August,Caesioxaenithonotus spp( CJX ),1.63,,
Kilwa,2017,August,Hyporhamphus spp( HHF ),9.67,,
Kilwa,2017,August,Milea( KOM ),5.08,,
Kilwa,2017,August,Lutjanus spp( LDW ),4.19,,
Kilwa,2017,August,Lethrinus borbonicus( LHB ),368.09,,
Kilwa,2017,August,Lethrinus nebulosus( LHN ),9.15,,
Kilwa,2017,August,Aetobatus ocellatus( MAE ),0.74,,
Kilwa,2017,August,Taa( NYG ),0.29,,
Kilwa,2017,August,Octopus cyanea( OCC ),37.26,,
Kilwa,2017,August,Loligo spp( OJD ),40.3,,
Kilwa,2017,August,Papa( PP ),0.54,,
Kilwa,2017,August,Panulirus spp( PUR ),8.06,,
Kilwa,2017,August,Siganus sp.( SGL ),12.51,,
Kilwa,2017,August,Acanthurus spp( SUR  ),3.81,,
Kilwa,2017,August,Upeneus spp( UPL ),0.16,,
Kilwa,2017,October,Serranidae spp( CEW ),2.11,,
Kilwa,2017,October,Changu( CHN ),3.44,,
Kilwa,2017,October,Vikande( KKN ),4.2,,
Kilwa,2017,October,Milea( KOM ),0.45,,
Kilwa,2017,October,Lutjanus spp( LDW ),6.12,,
Kilwa,2017,October,Lethrinus spp( LH ),800.11,,
Kilwa,2017,October,Lethrinus borbonicus( LHB ),2.96,,
Kilwa,2017,October,Lethrinus harak( LHH ),932.04,,
Kilwa,2017,October,Taa( NYG ),2.29,,
Kilwa,2017,October,Pono( PNW ),0.74,,
Kilwa,2017,October,Panulirus spp( PUR ),0.72,,
Kilwa,2017,October,Maculabatis ambigua( RAJ ),0.9,,
Kilwa,2017,October,Siganus sp.( SGL ),2.37,,
Kilwa,2017,October,Acanthurus spp( SUR  ),1.08,,
Kilwa,2017,October,Carrotomus carolinus( ULG ),1.8,,
Kilwa,2017,October,Upeneus spp( UPL ),2.3,,
Kilwa,2017,October,Acanthocybium solandiri( WAH ),68.85,,
Kilwa,2017,October,Thunnus albacares( YFT ),340.2,,
Kilwa,2017,November,Rachycentron canadum( CBA ),85.05,,
Kilwa,2017,November,Serranidae spp( CEW ),1.59,,
Kilwa,2017,November,Caranx tille( CGX ),3,,
Kilwa,2017,November,Changu( CHN ),431.21,,
Kilwa,2017,November,Dagaa( DGM ),101.63,,
Kilwa,2017,November,Dagaa ( DPP ),"1,050.00",,
Kilwa,2017,November,Anguilliformes( ELE ),0.36,,
Kilwa,2017,November,Gongora( GNG ),24.3,,
Kilwa,2017,November,Scomberomorus guttatus( GUT ),139.73,,
Kilwa,2017,November,Euthynnus affinis( KAW ),0.87,,
Kilwa,2017,November,Mackerel(scomber)( KB ),25.2,,
Kilwa,2017,November,Milea( KOM ),419.14,,
Kilwa,2017,November,Lutjanus spp( LDW ),27.57,,
Kilwa,2017,November,Lethrinus spp( LH ),"2,327.06",,
Kilwa,2017,November,Lethrinus borbonicus( LHB ),19.82,,
Kilwa,2017,November,Lethrinus harak( LHH ),446.48,,
Kilwa,2017,November,Lethrinus nebulosus( LHN ),212.88,,
Kilwa,2017,November,Lethrinus rubrioperculatus( LHR ),8.1,,
Kilwa,2017,November,Aetobatus ocellatus( MAE ),80.91,,
Kilwa,2017,November,Tuna( NGR ),0.68,,
Kilwa,2017,November,Taa( NYG ),175.5,,
Kilwa,2017,November,Octopus cyanea( OCC ),7.11,,
Kilwa,2017,November,Loligo spp( OJD ),663.3,,
Kilwa,2017,November,Pituwi( PTW ),39.96,,
Kilwa,2017,November,Panulirus spp( PUR ),4.26,,
Kilwa,2017,November,Maculabatis ambigua( RAJ ),0.75,,
Kilwa,2017,November,Siganus sp.( SGL ),365.33,,
Kilwa,2017,November,Upeneus spp( UPL ),1.32,,
Kilwa,2017,November,Thunnus albacares( YFT ),310.23,,
Kilwa,2017,November,Sphyraena spp( YRB ),30,,
Kilwa,2017,December,Serranidae spp( CEW ),17.02,,
Kilwa,2017,December,Caranx tille( CGX ),3.72,,
Kilwa,2017,December,Sardine( DA ),781.2,,
Kilwa,2017,December,Dagaa ( DPP ),"3,255.00",,
Kilwa,2017,December,Anguilliformes( ELE ),0.37,,
Kilwa,2017,December,Gongora( GNG ),2.23,,
Kilwa,2017,December,Scomberomorus guttatus( GUT ),51.99,,
Kilwa,2017,December,Hyporhamphus spp( HHF ),151.9,,
Kilwa,2017,December,Milea( KOM ),2.42,,
Kilwa,2017,December,Lutjanus spp( LDW ),2.88,,
Kilwa,2017,December,Lethrinus spp( LH ),334.88,,
Kilwa,2017,December,Lethrinus borbonicus( LHB ),232.45,,
Kilwa,2017,December,Lethrinus nebulosus( LHN ),"1,174.49",,
Kilwa,2017,December,Aetobatus ocellatus( MAE ),24.18,,
Kilwa,2017,December,Tuna( NGR ),90.68,,
Kilwa,2017,December,Taa( NYG ),201.5,,
Kilwa,2017,December,Octopus cyanea( OCC ),2.98,,
Kilwa,2017,December,Papa( PP ),133.92,,
Kilwa,2017,December,Siganus sp.( SGL ),16.09,,
Kilwa,2017,December,Upeneus spp( UPL ),3.35,,
Kilwa,2017,December,Acanthocybium solandiri( WAH ),76.17,,
Kilwa,2018,January,Serranidae spp( CEW ),0.16,,
Kilwa,2018,January,Caranx tille( CGX ),218.12,,
Kilwa,2018,January,Changu( CHN ),147.29,,
Kilwa,2018,January,Sardine( DA ),50.84,,
Kilwa,2018,January,Dagaa( DGM ),82.94,,
Kilwa,2018,January,Gymnasarda unicolor( DOT ),0.53,,
Kilwa,2018,January,Gongora( GNG ),137.08,,
Kilwa,2018,January,Hyporhamphus spp( HHF ),6.14,,
Kilwa,2018,January,Other tuna( JDR ),24.57,,
Kilwa,2018,January,Mackerel(scomber)( KB ),2.79,,
Kilwa,2018,January,Milea( KOM ),4.3,,
Kilwa,2018,January,Lethrinus spp( LH ),111.49,,
Kilwa,2018,January,Lethrinus borbonicus( LHB ),359.76,,
Kilwa,2018,January,Lethrinus harak( LHH ),3.31,,
Kilwa,2018,January,Lethrinus nebulosus( LHN ),156.67,,
Kilwa,2018,January,Tuna( NGR ),0.12,,
Kilwa,2018,January,Octopus cyanea( OCC ),25.2,,
Kilwa,2018,January,Pono( PNW ),1.95,,
Kilwa,2018,January,Siganus sp.( SGL ),11.4,,
Kilwa,2018,January,Acanthurus spp( SUR  ),2.06,,
Kilwa,2018,January,Upeneus spp( UPL ),0.3,,
Kilwa,2018,February,Sphyraena barracuda( BAQ ),110.55,,
Kilwa,2018,February,Rachycentron canadum( CBA ),0.9,,
Kilwa,2018,February,Serranidae spp( CEW ),74.94,,
Kilwa,2018,February,Caranx tille( CGX ),2,,
Kilwa,2018,February,Changu( CHN ),112.11,,
Kilwa,2018,February,Sardine( DA ),83.74,,
Kilwa,2018,February,Dagaa( DGM ),26.32,,
Kilwa,2018,February,Anguilliformes( ELE ),3.28,,
Kilwa,2018,February,Gongora( GNG ),301.8,,
Kilwa,2018,February,Kaa( KAA ),2.25,,
Kilwa,2018,February,Vikande( KKN ),2.69,,
Kilwa,2018,February,Thenus orentalis( KMG ),0.48,,
Kilwa,2018,February,Milea( KOM ),6.36,,
Kilwa,2018,February,Lutjanus spp( LDW ),98.64,,
Kilwa,2018,February,Lethrinus spp( LH ),141,,
Kilwa,2018,February,Lethrinus borbonicus( LHB ),175.86,,
Kilwa,2018,February,Lethrinus harak( LHH ),3.74,,
Kilwa,2018,February,Lethrinus nebulosus( LHN ),193.39,,
Kilwa,2018,February,Aetobatus ocellatus( MAE ),8.02,,
Kilwa,2018,February,Tuna( NGR ),189.88,,
Kilwa,2018,February,Netuma thalassina( NTT ),88.44,,
Kilwa,2018,February,Taa( NYG ),18.71,,
Kilwa,2018,February,Octopus cyanea( OCC ),18.45,,
Kilwa,2018,February,Loligo spp( OJD ),600.41,,
Kilwa,2018,February,Pono( PNW ),0.81,,
Kilwa,2018,February,Papa( PP ),20.6,,
Kilwa,2018,February,Panulirus spp( PUR ),3.64,,
Kilwa,2018,February,Maculabatis ambigua( RAJ ),13,,
Kilwa,2018,February,Siganus sp.( SGL ),15.47,,
Kilwa,2018,February,Acanthurus spp( SUR  ),9.57,,
Kilwa,2018,February,Carrotomus carolinus( ULG ),0.36,,
Kilwa,2018,February,Upeneus spp( UPL ),13.46,,
Kilwa,2018,March,Serranidae spp( CEW ),150.14,,
Kilwa,2018,March,Changu( CHN ),169.72,,
Kilwa,2018,March,Dagaa( DGM ),25.58,,
Kilwa,2018,March,Gongora( GNG ),250.66,,
Kilwa,2018,March,Lethrinus spp( LH ),105.53,,
Kilwa,2018,March,Lethrinus borbonicus( LHB ),275.42,,
Kilwa,2018,March,Lethrinus harak( LHH ),7.65,,
Kilwa,2018,March,Lethrinus nebulosus( LHN ),242.18,,
Kilwa,2018,March,Octopus cyanea( OCC ),25.91,,
Kilwa,2018,March,Pono( PNW ),0.75,,
Kilwa,2018,March,Siganus sp.( SGL ),35.44,,
Kilwa,2018,March,Sardine( SRD ),18.6,,
Kilwa,2018,March,Acanthurus spp( SUR  ),7.63,,
Kilwa,2018,March,Terrapon jarbua( TJB ),127.29,,
Kilwa,2018,April,Rachycentron canadum( CBA ),10.8,,
Kilwa,2018,April,Serranidae spp( CEW ),0.05,,
Kilwa,2018,April,Caranx tille( CGX ),132.66,,1
Kilwa,2018,April,Changu( CHN ),0.77,,
Kilwa,2018,April,Sardine( DA ),157.5,,
Kilwa,2018,April,Dagaa( DGM ),127.13,,
Kilwa,2018,April,Dagaa ( DPP ),34.5,,
Kilwa,2018,April,Gongora( GNG ),403.67,,
Kilwa,2018,April,Hyporhamphus spp( HHF ),100.8,,
Kilwa,2018,April,Mackerel(scomber)( KB ),94,,
Kilwa,2018,April,Milea( KOM ),0.1,,
Kilwa,2018,April,Lethrinus spp( LH ),0.74,,
Kilwa,2018,April,Lethrinus borbonicus( LHB ),305.87,,
Kilwa,2018,April,Lethrinus harak( LHH ),29.48,,
Kilwa,2018,April,Lethrinus nebulosus( LHN ),287.07,,
Kilwa,2018,April,Tuna( NGR ),18.9,,
Kilwa,2018,April,Pono( PNW ),0.26,,
Kilwa,2018,April,Siganus sp.( SGL ),35.56,,
Kilwa,2018,April,Acanthurus spp( SUR  ),0.09,,
Kilwa,2018,April,Terrapon jarbua( TJB ),96.65,,
Kilwa,2018,April,Thunnus albacares( YFT ),47.25,,
Kilwa,2018,May,Changu( CHN ),1.99,,
Kilwa,2018,May,Dagaa( DGM ),"1,230.36",,
Kilwa,2018,May,Dagaa ( DPP ),257.69,,
Kilwa,2018,May,Gongora( GNG ),39.17,,
Kilwa,2018,May,Mackerel(scomber)( KB ),275.13,,
Kilwa,2018,May,Milea( KOM ),159.93,,
Kilwa,2018,May,Lutjanus spp( LDW ),68.54,,
Kilwa,2018,May,Lethrinus spp( LH ),178.02,,
Kilwa,2018,May,Lethrinus borbonicus( LHB ),227.1,,
Kilwa,2018,May,Lethrinus harak( LHH ),138.04,,
Kilwa,2018,May,Siganus sp.( SGL ),2.2,,
Kilwa,2018,May,Terrapon jarbua( TJB ),137.08,,
Kilwa,2018,May,Upeneus spp( UPL ),0.32,,
Kilwa,2018,June,Changu( CHN ),2.55,,
Kilwa,2018,June,Milea( KOM ),0.11,,
Kilwa,2018,June,Lethrinus spp( LH ),1.12,,
Kilwa,2018,June,Lethrinus borbonicus( LHB ),228.48,,
Kilwa,2018,June,Lethrinus harak( LHH ),18.51,,
Kilwa,2018,June,Loligo spp( OJD ),0.93,,
Kilwa,2018,June,Siganus sp.( SGL ),15.92,,
Kilwa,2018,June,Sphyraena spp( YRB ),30.24,,
Kilwa,2018,July,Changu( CHN ),433.2,,
Kilwa,2018,July,Octopus cyanea( OCC ),1.2,,
Kilwa,2018,July,Siganus sp.( SGL ),1.12,,
Kilwa,2018,August,Changu( CHN ),426.81,,
Kilwa,2018,August,Lutjanus spp( LDW ),0.56,,
Kilwa,2018,August,Lethrinus spp( LH ),353.49,,
Kilwa,2018,August,Lethrinus borbonicus( LHB ),274.52,,
Kilwa,2018,August,Lethrinus harak( LHH ),8.93,,
Kilwa,2018,August,Gerres spp( MOJ ),548.33,,
Kilwa,2018,August,Siganus sp.( SGL ),1.24,,
Kilwa,2018,September,Changu( CHN ),379.03,,
Kilwa,2018,September,Gongora( GNG ),480.89,,
Kilwa,2018,September,Lethrinus borbonicus( LHB ),270.78,,
Kilwa,2018,September,Siganus sp.( SGL ),17.07,,
Kilwa,2018,October,Caranx tille( CGX ),159.93,,
Kilwa,2018,October,Gongora( GNG ),378.01,,
Kilwa,2018,October,Lethrinus borbonicus( LHB ),371.26,,
Kilwa,2018,October,Lethrinus nebulosus( LHN ),217.05,,
Kilwa,2018,October,Siganus sp.( SGL ),22.88,,
Kilwa,2018,November,Amblygaster sirm( AMS ),112.5,,
Kilwa,2018,November,Rachycentron canadum( CBA ),475.17,,
Kilwa,2018,November,Carcharhinus sorrah( CCQ ),6,,
Kilwa,2018,November,Serranidae spp( CEW ),9.87,,
Kilwa,2018,November,Caranx tille( CGX ),167.82,,
Kilwa,2018,November,Changu( CHN ),210.51,,
Kilwa,2018,November,Dagaa( DGM ),679.68,,
Kilwa,2018,November,Gymnasarda unicolor( DOT ),22.35,,
Kilwa,2018,November,Dussumieria acuta( DSA ),131.14,,
Kilwa,2018,November,Anguilliformes( ELE ),0.12,,
Kilwa,2018,November,Scomberomorus guttatus( GUT ),0.85,,
Kilwa,2018,November,Mackerel(scomber)( KB ),13.8,,
Kilwa,2018,November,Vikande( KKN ),0.26,,
Kilwa,2018,November,Milea( KOM ),91.89,,
Kilwa,2018,November,Lutjanus spp( LDW ),78.81,,
Kilwa,2018,November,Lethrinus spp( LH ),167.95,,
Kilwa,2018,November,Lethrinus borbonicus( LHB ),185.2,,
Kilwa,2018,November,Lethrinus harak( LHH ),52.94,,
Kilwa,2018,November,Lethrinus nebulosus( LHN ),6.17,,
Kilwa,2018,November,Gerres spp( MOJ ),142.84,,
Kilwa,2018,November,Tuna( NGR ),110.55,,
Kilwa,2018,November,Octopus cyanea( OCC ),45.22,,
Kilwa,2018,November,Loligo spp( OJD ),140.56,,
Kilwa,2018,November,Pono( PNW ),10.42,,
Kilwa,2018,November,Papa( PP ),0.17,,
Kilwa,2018,November,Panulirus spp( PUR ),0.34,,
Kilwa,2018,November,Maculabatis ambigua( RAJ ),96.81,,
Kilwa,2018,November,Rhynchobatus sp.( RCD ),4.18,,
Kilwa,2018,November,Istiophorus platypterus( SFA ),0.47,,
Kilwa,2018,November,Siganus sp.( SGL ),26.94,,
Kilwa,2018,November,Spratelloides gracilis( STG ),281.57,,
Kilwa,2018,November,Acanthurus spp( SUR  ),6.4,,
Kilwa,2018,November,Upeneus spp( UPL ),3.51,,
Kilwa,2018,November,Acanthocybium solandiri( WAH ),0.31,,
Kilwa,2018,November,Thunnus albacares( YFT ),5.13,,
Kilwa,2018,December,Sphyraena barracuda( BAQ ),30.42,,
Kilwa,2018,December,Rachycentron canadum( CBA ),0.24,,
Kilwa,2018,December,Serranidae spp( CEW ),72.02,,
Kilwa,2018,December,Caranx tille( CGX ),5.25,,
Kilwa,2018,December,Changu( CHN ),239.2,,
Kilwa,2018,December,Caesioxaenithonotus spp( CJX ),1.59,,
Kilwa,2018,December,Sardine( DA ),69.23,,
Kilwa,2018,December,Dagaa( DGM ),178.49,,
Kilwa,2018,December,Gymnasarda unicolor( DOT ),1.99,,
Kilwa,2018,December,Dussumieria acuta( DSA ),178.25,,
Kilwa,2018,December,Gongora( GNG ),19.58,,
Kilwa,2018,December,Scomberomorus guttatus( GUT ),12.36,,
Kilwa,2018,December,Milea( KOM ),485.6,,
Kilwa,2018,December,Lutjanus spp( LDW ),257.39,,
Kilwa,2018,December,Lethrinus spp( LH ),121.09,,
Kilwa,2018,December,Lethrinus borbonicus( LHB ),155.35,,
Kilwa,2018,December,Lethrinus harak( LHH ),203.45,,
Kilwa,2018,December,Lethrinus nebulosus( LHN ),13.02,,
Kilwa,2018,December,Aetobatus ocellatus( MAE ),7.3,,
Kilwa,2018,December,Gerres spp( MOJ ),4.3,,
Kilwa,2018,December,Tuna( NGR ),39.14,,
Kilwa,2018,December,Caranx spp( NXT ),1.49,,
Kilwa,2018,December,Taa( NYG ),44.91,,
Kilwa,2018,December,Octopus cyanea( OCC ),25.08,,
Kilwa,2018,December,Loligo spp( OJD ),125.47,,
Kilwa,2018,December,Pono( PNW ),40.44,,
Kilwa,2018,December,Panulirus spp( PUR ),0.51,,
Kilwa,2018,December,Maculabatis ambigua( RAJ ),204.81,,
Kilwa,2018,December,Siganus sp.( SGL ),129.99,,
Kilwa,2018,December,Spratelloides gracilis( STG ),212.54,,
Kilwa,2018,December,Acanthurus spp( SUR  ),93.57,,
Kilwa,2018,December,Upeneus spp( UPL ),17.31,,
Kilwa,2018,December,Mackerel(scomber)( VB ),217,,
Kilwa,2018,December,Acanthocybium solandiri( WAH ),0.37,,
Kilwa,2018,December,Sphyraena spp( YRB ),2.13,,
Kilwa,2019,January,Sphyraena barracuda( BAQ ),169.72,,
Kilwa,2019,January,Thunnus obesus( BET ),4.98,,
Kilwa,2019,January,Serranidae spp( CEW ),29.93,,
Kilwa,2019,January,Caranx tille( CGX ),86.97,,
Kilwa,2019,January,Changu( CHN ),153.82,,
Kilwa,2019,January,Gymnasarda unicolor( DOT ),0.52,,
Kilwa,2019,January,Gongora( GNG ),490.29,,
Kilwa,2019,January,Scomberomorus guttatus( GUT ),0.09,,
Kilwa,2019,January,Milea( KOM ),383.26,,
Kilwa,2019,January,Lutjanus spp( LDW ),9.85,,
Kilwa,2019,January,Lethrinus spp( LH ),0.16,,
Kilwa,2019,January,Lethrinus borbonicus( LHB ),294.08,,
Kilwa,2019,January,Lethrinus harak( LHH ),330.37,,
Kilwa,2019,January,Lethrinus nebulosus( LHN ),232.51,,
Kilwa,2019,January,Aetobatus ocellatus( MAE ),13.82,,
Kilwa,2019,January,Gerres spp( MOJ ),308.02,,
Kilwa,2019,January,Octopus cyanea( OCC ),13.51,,
Kilwa,2019,January,Loligo spp( OJD ),189.38,,
Kilwa,2019,January,Pono( PNW ),22.08,,
Kilwa,2019,January,Maculabatis ambigua( RAJ ),16.79,,
Kilwa,2019,January,Siganus sp.( SGL ),178.69,,
Kilwa,2019,January,Carrotomus carolinus( ULG ),0.27,,
Kilwa,2019,January,Upeneus spp( UPL ),7.18,,
Kilwa,2019,February,Thunnus obesus( BET ),61.91,,
Kilwa,2019,February,Serranidae spp( CEW ),107.47,,
Kilwa,2019,February,Caranx tille( CGX ),29.48,,
Kilwa,2019,February,Changu( CHN ),135.39,,
